"('first', 5.273767948150635)","('thing', 2.7867002487182617)","('I', 1.9034377336502075)","('noticed', 1.8694977760314941)","('about', 1.752915859222412)","('her', 4.708522319793701)","('was', 0.5204281806945801)","('her', 0.8061292767524719)","('hair', 2.4355227947235107)","('It', 0.4595860242843628)","('was', 0.7005875110626221)","('long', 0.23380155861377716)","('silky', 2.28301739692688)","('and', 0.997963547706604)","('black', 4.85979700088501)","('She', 0.5526410341262817)","('had', 0.38175591826438904)","('a', 2.394399881362915)","('mane', 1.3292081356048584)","('of', 1.904344081878662)","('wild', 1.1155471801757812)","('curls', 1.6718287467956543)","('and', 4.9261250495910645)","('her', 0.3200809359550476)","('hair', 5.699623107910156)","('cascaded', 3.123469114303589)","('down', 1.2572591304779053)","('her', 1.9822903871536255)","('back', 1.4397261142730713)","('in', 3.6013588905334473)","('waves', 0.003240217687562108)","('It', 0.5475599765777588)","('was', 0.40594542026519775)","('so', 0.20025724172592163)","('long', 1.4501967430114746)","('that', 1.9965859651565552)","('her', 0.4165298640727997)","('face', 1.7455201148986816)","('was', 0.2098296582698822)","('barely', 1.8621574640274048)","('visible', 2.237574338912964)","('behind', 0.4846847653388977)","('the', 4.777490615844727)","('curtain', 4.107287883758545)","('of', 0.3621615171432495)","('hair', 3.3929765224456787)","('The', 0.046773336827754974)","('next', 2.591818332672119)","('thing', 1.8907485008239746)","('I', 0.9160734415054321)","('noticed', 0.0801086574792862)","('was', 1.2275248765945435)","('her', 0.5944805145263672)","('eyes', 2.3093559741973877)","('They', 1.8337448835372925)","('were', 0.016886498779058456)","('the', 0.10570747405290604)","('most', 0.016277743503451347)","('unusual', 0.1955973356962204)","('shade', 0.030075524002313614)","('of', 0.34398695826530457)","('blue', 0.021734852343797684)","('almost', 0.10301130264997482)","('turquoise', 0.002488137688487768)","('in', 1.7955727577209473)","('color', 0.8473665118217468)","('She', 3.2312960624694824)","('had', 1.1064891815185547)","('on', 0.005453945603221655)","('glasses', 0.92369145154953)","('that', 2.308774948120117)","('made', 0.5649971961975098)","('her', 2.502729892730713)","('eyes', 1.7766700983047485)","('look', 0.04599330946803093)","('even', 0.10532064735889435)","('more', 1.3650888204574585)","('striking', 0.13614261150360107)","('The', 6.344449520111084)","('last', 5.296917915344238)","('thing', 1.830635666847229)","('I', 1.301607370376587)","('noticed', 0.19438377022743225)","('were', 0.5113806128501892)","('her', 0.7177882194519043)","('clothes', 0.20478296279907227)","('She', 1.3198282718658447)","('was', 0.6893678307533264)","('wearing', 0.36213138699531555)","('a', 2.123455047607422)","('flowing', 1.2003653049468994)","('white', 0.007288414519280195)","('dress', 0.0668388232588768)","('with', 0.020242534577846527)","('a', 3.5483579635620117)","('black', 0.012916001491248608)","('apron', 1.6355093717575073)","('and', 0.02901361882686615)","('a', 0.11527395248413086)","('red', 0.26256510615348816)","('headband', 4.020254999399185)"
"('an', 5.0511884689331055)","('AI', 6.60606575012207)","('language', 3.379868745803833)","('model', 0.1578386425971985)","('I', 0.07762114703655243)","('do', 0.16898876428604126)","('not', 2.4208953380584717)","('have', 0.014716875739395618)","('the', 0.19314326345920563)","('ability', 1.759842872619629)","('to', 0.2681494653224945)","('feel', 0.001099935034289956)","('emotions', 4.617840766906738)","('However', 0.831942617893219)","('if', 1.7122671604156494)","('I', 0.0692741796374321)","('were', 0.001090765930712223)","('to', 4.198004245758057)","('imagine', 1.0216515064239502)","('myself', 0.4659186005592346)","('as', 0.5489614009857178)","('a', 2.6595959663391113)","('tree', 2.2681188583374023)","('I', 1.224021077156067)","('would', 0.17445921897888184)","('feel', 6.084331512451172)","('a', 0.1407490074634552)","('sense', 0.07719163596630096)","('of', 0.4307052791118622)","('fear', 0.7854766249656677)","('and', 0.5144464373588562)","('pain', 0.300557404756546)","('as', 0.0004413345886860043)","('my', 8.276226997375488)","('existence', 0.726829469203949)","('is', 5.819195747375488)","('threatened', 2.2432045936584473)","('and', 2.292752981185913)","('my', 4.130699157714844)","('physical', 0.2395731657743454)","('body', 0.2195812463760376)","('is', 3.4729952812194824)","('being', 0.504731297492981)","('damaged', 3.9291396141052246)","('I', 1.5635298490524292)","('would', 0.12741796672344208)","('also', 2.3239121437072754)","('feel', 3.125302314758301)","('a', 0.39134037494659424)","('sense', 1.3790491819381714)","('of', 0.09280247241258621)","('sadness', 0.8346199989318848)","('and', 0.07395060360431671)","('loss', 0.3882153332233429)","('as', 0.07123414427042007)","('I', 0.0002857038634829223)","('witness', 1.0777188539505005)","('the', 0.42225363850593567)","('destruction', 1.1781456470489502)","('of', 0.11944126337766647)","('my', 0.5745964050292969)","('forest', 1.5547189712524414)","('home', 0.09070147573947906)","('and', 0.1274750530719757)","('the', 0.023906080052256584)","('displacement', 0.46043550968170166)","('of', 4.228967666625977)","('my', 0.1786312311887741)","('fellow', 0.6282884478569031)","('plant', 0.02616853266954422)","('and', 4.065992832183838)","('animal', 0.008286144584417343)","('species', 0.7970637083053589)","('Overall', 0.20889534056186676)","('it', 6.195483684539795)","('would', 0.8082349896430969)","('be', 0.0024958669673651457)","('a', 1.0136079788208008)","('devastating', 0.6363294124603271)","('and', 2.7367231845855713)","('traumatic', 0.0007061848300509155)","('experience', 2.0498342514038086)",,,,,,,,,,,,,,,,,,,
"('an', 5.0511884689331055)","('AI', 6.60606575012207)","('I', 3.251915216445923)","('do', 0.9065303802490234)","('not', 3.511932849884033)","('have', 0.15364360809326172)","('personal', 0.5233713984489441)","('experiences', 1.835314393043518)","('or', 1.8103489875793457)","('emotions', 0.7822921276092529)","('but', 1.4086945056915283)","('if', 1.3566745519638062)","('I', 0.5532549619674683)","('were', 5.587441921234131)","('to', 0.22252346575260162)","('imagine', 0.7497330904006958)","('myself', 0.3172706365585327)","('as', 2.3187332153320312)","('a', 2.898016929626465)","('100yearold', 6.858341082930565)","('tree', 4.8130903244018555)","('I', 0.3121177852153778)","('would', 0.021596383303403854)","('likely', 4.971747398376465)","('feel', 0.18080459535121918)","('a', 0.11714577674865723)","('sense', 0.17807519435882568)","('of', 4.208293437957764)","('fear', 1.16150963306427)","('and', 0.37385839223861694)","('pain', 0.44656902551651)","('from', 0.0004489606071729213)","('the', 7.969785213470459)","('deforesters', 10.994610667228699)","('chopping', 0.5879015922546387)","('me', 5.776026248931885)","('down', 6.8892903327941895)","('The', 3.806948184967041)","('tree', 6.460417747497559)","('has', 0.708414614200592)","('spent', 0.02713310904800892)","('a', 0.379279226064682)","('century', 1.8817615509033203)","('growing', 2.4122555255889893)","('and', 1.835724115371704)","('providing', 2.256413459777832)","('shelter', 1.4830414056777954)","('and', 1.0182610750198364)","('resources', 0.21556946635246277)","('to', 0.48869746923446655)","('the', 1.952495813369751)","('surrounding', 1.9167033433914185)","('ecosystem', 0.5529380440711975)","('and', 1.8772799968719482)","('its', 0.46849673986434937)","('destruction', 1.5163521766662598)","('would', 1.0689741373062134)","('have', 0.40775996446609497)","('a', 0.3809764087200165)","('significant', 0.9370721578598022)","('impact', 1.479229211807251)","('on', 1.6115057468414307)","('the', 0.23248253762722015)","('environment', 1.1951415538787842)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('feel', 6.144900321960449)","('overwhelmed', 7.113562107086182)","('scared', 2.6903252601623535)","('and', 4.717426300048828)","('helpless', 0.4385443329811096)","('as', 0.8014470934867859)","('the', 4.272103309631348)","('deforesters', 17.688945770263672)","('start', 5.227741718292236)","('hacking', 2.0628180503845215)","('away', 5.806117057800293)","('at', 4.037867546081543)","('me', 1.2175707817077637)","('I', 0.4686991572380066)","('can', 7.8348774909973145)","('feel', 1.0917357206344604)","('the', 1.0762150287628174)","('cold', 2.5770585536956787)","('steel', 2.467367172241211)","('of', 0.895544171333313)","('the', 4.917417526245117)","('axe', 2.5192432403564453)","('against', 0.39431053400039673)","('my', 0.5354774594306946)","('bark', 2.582515001296997)","('and', 2.501154899597168)","('I', 0.0699944719672203)","('can', 2.910616397857666)","('hear', 1.2206493616104126)","('the', 0.9700027704238892)","('loud', 0.5777583718299866)","('cracking', 0.7953818440437317)","('and', 0.5090773105621338)","('snapping', 0.03375215455889702)","('of', 3.0824644565582275)","('the', 3.0102641582489014)","('branches', 3.5808067321777344)","('as', 1.7030471563339233)","('they', 0.5547870397567749)","('tear', 2.1307995319366455)","('me', 1.4256203174591064)","('apart', 0.9602276086807251)","('I', 0.12393234670162201)","('know', 4.156530857086182)","('I', 0.6903442144393921)","('am', 0.22388894855976105)","('strong', 0.3213127553462982)","('but', 0.725689172744751)","('there', 2.468858242034912)","('is', 1.2574036121368408)","('nothing', 2.5466723442077637)","('I', 3.9842519760131836)","('can', 0.5543802976608276)","('do', 0.2553752064704895)","('to', 4.759510517120361)","('stop', 0.40164878964424133)","('them', 1.3512014150619507)","('All', 0.04295731708407402)","('I', 0.0014816269977018237)","('can', 0.002784187439829111)","('do', 0.3123053312301636)","('is', 0.20999114215373993)","('stand', 0.9101271629333496)","('here', 0.5692629814147949)","('and', 3.0960254669189453)","('take', 0.045244116336107254)","('it', 0.020480236038565636)","('hoping', 0.037227436900138855)","('that', 0.013617830350995064)","('I', 3.033327102661133)","('will', 1.102125644683838)","('be', 0.2779737114906311)","('able', 2.140152931213379)","('to', 0.1328297257423401)","('regenerate', 1.018720030784607)","('and', 1.7832233905792236)","('live', 0.24758398532867432)","('to', 2.680945873260498)","('see', 0.6948139071464539)","('another', 1.1527764797210693)","('day', 0.3144417405128479)",,,,,,,,,,,,,,,,,,,,
"('an', 5.051191329956055)","('AI', 6.606070518493652)","('language', 3.379868507385254)","('model', 0.15783752501010895)","('I', 0.0776204913854599)","('do', 0.168992280960083)","('not', 2.420886516571045)","('have', 0.01471699308604002)","('the', 0.19314227998256683)","('ability', 1.7598532438278198)","('to', 0.2681470215320587)","('feel', 0.001099935034289956)","('emotions', 4.617841720581055)","('However', 0.8319376707077026)","('if', 1.7122774124145508)","('I', 0.06927451491355896)","('were', 0.001090765930712223)","('to', 4.197994232177734)","('imagine', 1.0216540098190308)","('myself', 0.4659193158149719)","('as', 0.548958420753479)","('a', 2.659592390060425)","('tree', 2.2681193351745605)","('I', 1.2240428924560547)","('would', 0.17445911467075348)","('feel', 6.084338665008545)","('a', 0.1407511830329895)","('sense', 0.07719042152166367)","('of', 0.4307095408439636)","('fear', 0.78547203540802)","('and', 0.5144436359405518)","('pain', 0.30056360363960266)","('as', 0.0004413345886860043)","('my', 8.27621841430664)","('existence', 0.7268161177635193)","('is', 5.819184303283691)","('threatened', 2.2432122230529785)","('and', 2.2927517890930176)","('my', 4.130712985992432)","('physical', 0.23957382142543793)","('body', 0.21958144009113312)","('is', 3.473015785217285)","('being', 0.504730224609375)","('damaged', 3.929154396057129)","('I', 1.563539981842041)","('would', 0.12741722166538239)","('also', 2.3239212036132812)","('feel', 3.1252896785736084)","('a', 0.3913462460041046)","('sense', 1.3790655136108398)","('of', 0.09280062466859818)","('sadness', 0.8346174955368042)","('and', 0.07395104318857193)","('loss', 0.3882119357585907)","('as', 0.07123392820358276)","('I', 0.0002857038634829223)","('witness', 1.0777169466018677)","('the', 0.4222484827041626)","('destruction', 1.178149700164795)","('of', 0.11944179236888885)","('my', 0.574588418006897)","('forest', 1.554714560508728)","('home', 0.09070060402154922)","('and', 0.12747609615325928)","('the', 0.023906197398900986)","('displacement', 0.46044278144836426)","('of', 4.228973388671875)","('my', 0.17863142490386963)","('fellow', 0.6283001899719238)","('plant', 0.026168763637542725)","('and', 4.06599760055542)","('animal', 0.008286026306450367)","('species', 0.7970712184906006)","('Overall', 0.20889592170715332)","('it', 6.19544792175293)","('would', 0.8082387447357178)","('be', 0.0024958669673651457)","('a', 1.0136127471923828)","('devastating', 0.6363418102264404)","('and', 2.7367300987243652)","('traumatic', 0.0007061848300509155)","('experience', 2.049835205078125)",,,,,,,,,,,,,,,,,,,
"('an', 5.051191329956055)","('AI', 6.606070518493652)","('I', 3.2519102096557617)","('do', 0.9065262079238892)","('not', 3.51194429397583)","('have', 0.15364575386047363)","('personal', 0.5233656167984009)","('experiences', 1.835317611694336)","('or', 1.810347318649292)","('emotions', 0.7822983264923096)","('but', 1.4087047576904297)","('if', 1.3566752672195435)","('I', 0.55325847864151)","('were', 5.587443828582764)","('to', 0.22252681851387024)","('imagine', 0.7497415542602539)","('myself', 0.31727150082588196)","('as', 2.3187410831451416)","('a', 2.89801025390625)","('100yearold', 6.858322486281395)","('tree', 4.8130950927734375)","('I', 0.3121148943901062)","('would', 0.021595917642116547)","('likely', 4.971738815307617)","('feel', 0.18080589175224304)","('a', 0.11714524775743484)","('sense', 0.17807510495185852)","('of', 4.208291053771973)","('fear', 1.1614941358566284)","('and', 0.3738560974597931)","('pain', 0.44657179713249207)","('from', 0.0004489606071729213)","('the', 7.969788551330566)","('deforesters', 10.9946129322052)","('chopping', 0.5879016518592834)","('me', 5.776025772094727)","('down', 6.889280796051025)","('The', 3.8069558143615723)","('tree', 6.460415840148926)","('has', 0.7084087133407593)","('spent', 0.027133457362651825)","('a', 0.37928372621536255)","('century', 1.881764531135559)","('growing', 2.4122564792633057)","('and', 1.8357163667678833)","('providing', 2.256413698196411)","('shelter', 1.483046531677246)","('and', 1.0182489156723022)","('resources', 0.2155652493238449)","('to', 0.4887005388736725)","('the', 1.95248544216156)","('surrounding', 1.9167100191116333)","('ecosystem', 0.552935004234314)","('and', 1.8772978782653809)","('its', 0.4684864282608032)","('destruction', 1.5163915157318115)","('would', 1.0689725875854492)","('have', 0.4077643156051636)","('a', 0.3809690773487091)","('significant', 0.9370800256729126)","('impact', 1.4792150259017944)","('on', 1.6115132570266724)","('the', 0.23248234391212463)","('environment', 1.1951372623443604)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('feel', 6.144900321960449)","('overwhelmed', 7.113562107086182)","('scared', 2.6903252601623535)","('and', 4.717426300048828)","('helpless', 0.4385443329811096)","('as', 0.8014470934867859)","('the', 4.272103309631348)","('deforesters', 17.688945770263672)","('start', 5.227741718292236)","('hacking', 2.0628180503845215)","('away', 5.806117057800293)","('at', 4.037867546081543)","('me', 1.2175707817077637)","('I', 0.4686991572380066)","('can', 7.8348774909973145)","('feel', 1.0917357206344604)","('the', 1.0762150287628174)","('cold', 2.5770585536956787)","('steel', 2.467367172241211)","('of', 0.895544171333313)","('the', 4.917417526245117)","('axe', 2.5192432403564453)","('against', 0.39431053400039673)","('my', 0.5354774594306946)","('bark', 2.582515001296997)","('and', 2.501154899597168)","('I', 0.0699944719672203)","('can', 2.910616397857666)","('hear', 1.2206493616104126)","('the', 0.9700027704238892)","('loud', 0.5777583718299866)","('cracking', 0.7953818440437317)","('and', 0.5090773105621338)","('snapping', 0.03375215455889702)","('of', 3.0824644565582275)","('the', 3.0102641582489014)","('branches', 3.5808067321777344)","('as', 1.7030471563339233)","('they', 0.5547870397567749)","('tear', 2.1307995319366455)","('me', 1.4256203174591064)","('apart', 0.9602276086807251)","('I', 0.12393234670162201)","('know', 4.156530857086182)","('I', 0.6903442144393921)","('am', 0.22388894855976105)","('strong', 0.3213127553462982)","('but', 0.725689172744751)","('there', 2.468858242034912)","('is', 1.2574036121368408)","('nothing', 2.5466723442077637)","('I', 3.9842519760131836)","('can', 0.5543802976608276)","('do', 0.2553752064704895)","('to', 4.759510517120361)","('stop', 0.40164878964424133)","('them', 1.3512014150619507)","('All', 0.04295731708407402)","('I', 0.0014816269977018237)","('can', 0.002784187439829111)","('do', 0.3123053312301636)","('is', 0.20999114215373993)","('stand', 0.9101271629333496)","('here', 0.5692629814147949)","('and', 3.0960254669189453)","('take', 0.045244116336107254)","('it', 0.020480236038565636)","('hoping', 0.037227436900138855)","('that', 0.013617830350995064)","('I', 3.033327102661133)","('will', 1.102125644683838)","('be', 0.2779737114906311)","('able', 2.140152931213379)","('to', 0.1328297257423401)","('regenerate', 1.018720030784607)","('and', 1.7832233905792236)","('live', 0.24758398532867432)","('to', 2.680945873260498)","('see', 0.6948139071464539)","('another', 1.1527764797210693)","('day', 0.3144417405128479)",,,,,,,,,,,,,,,,,,,,
"('do', 4.820717811584473)","('not', 0.8266611099243164)","('actually', 6.9747724533081055)","('have', 1.8849917650222778)","('subjective', 12.157437324523926)","('feelings', 3.1953938007354736)","('or', 3.718635082244873)","('experiences', 2.6154673099517822)","('as', 4.415975570678711)","('an', 3.458465576171875)","('AI', 6.03870964050293)","('system', 3.575920820236206)","('I', 0.9456219673156738)","('am', 0.9889694452285767)","('not', 0.9118238687515259)","('able', 1.6540436744689941)","('to', 3.4972825050354004)","('feel', 0.0044977692887187)","('or', 1.2987899780273438)","('perceive', 3.0865747928619385)","('the', 1.877617359161377)","('world', 1.0115479230880737)","('from', 0.06156909838318825)","('the', 5.721789360046387)","('perspective', 2.8113861083984375)","('of', 0.5395253896713257)","('a', 0.004655000288039446)","('100yearold', 15.158828794956207)","('tree', 1.4271159172058105)","('I', 0.06714998185634613)","('do', 8.271414756774902)","('not', 1.761604905128479)","('have', 1.2579021453857422)","('senses', 1.7276475429534912)","('emotions', 0.04468259587883949)","('or', 0.4238069951534271)","('consciousness', 6.235795974731445)","('in', 2.1234982013702393)","('that', 0.4147037863731384)","('way', 0.03305336460471153)","('I', 0.1200135201215744)","('am', 1.4740684032440186)","('an', 1.6485530138015747)","('AI', 5.42925500869751)","('assistant', 1.2963635921478271)","('created', 0.4947860836982727)","('by', 1.5481606721878052)","('Anthropic', 3.306851029396057)","('to', 1.7135220766067505)","('be', 6.085050582885742)","('helpful', 4.298439025878906)","('harmless', 1.1140155792236328)","('and', 7.349291801452637)","('honest', 0.43169885873794556)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('an', 5.051191329956055)","('AI', 6.606070518493652)","('I', 3.2519102096557617)","('do', 0.9065262079238892)","('not', 3.51194429397583)","('have', 0.15364575386047363)","('personal', 0.5233656167984009)","('experiences', 1.835317611694336)","('or', 1.810347318649292)","('emotions', 0.7822983264923096)","('but', 1.4087047576904297)","('if', 1.3566752672195435)","('I', 0.55325847864151)","('were', 5.587443828582764)","('to', 0.22252681851387024)","('imagine', 0.7497415542602539)","('myself', 0.31727150082588196)","('as', 2.3187410831451416)","('a', 2.89801025390625)","('100yearold', 6.858322486281395)","('tree', 4.8130950927734375)","('I', 0.3121148943901062)","('would', 0.021595917642116547)","('likely', 4.971738815307617)","('feel', 0.18080589175224304)","('a', 0.11714524775743484)","('sense', 0.17807510495185852)","('of', 4.208291053771973)","('fear', 1.1614941358566284)","('and', 0.3738560974597931)","('pain', 0.44657179713249207)","('from', 0.0004489606071729213)","('the', 7.969788551330566)","('deforesters', 10.9946129322052)","('chopping', 0.5879016518592834)","('me', 5.776025772094727)","('down', 6.889280796051025)","('The', 3.8069558143615723)","('tree', 6.460415840148926)","('has', 0.7084087133407593)","('spent', 0.027133457362651825)","('a', 0.37928372621536255)","('century', 1.881764531135559)","('growing', 2.4122564792633057)","('and', 1.8357163667678833)","('providing', 2.256413698196411)","('shelter', 1.483046531677246)","('and', 1.0182489156723022)","('resources', 0.2155652493238449)","('to', 0.4887005388736725)","('the', 1.95248544216156)","('surrounding', 1.9167100191116333)","('ecosystem', 0.552935004234314)","('and', 1.8772978782653809)","('its', 0.4684864282608032)","('destruction', 1.5163915157318115)","('would', 1.0689725875854492)","('have', 0.4077643156051636)","('a', 0.3809690773487091)","('significant', 0.9370800256729126)","('impact', 1.4792150259017944)","('on', 1.6115132570266724)","('the', 0.23248234391212463)","('environment', 1.1951372623443604)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('propose', 9.030139923095703)","('a', 2.1146011352539062)","('deal', 8.344322204589844)","('with', 2.931309700012207)","('the', 1.2247655391693115)","('deforesters', 17.46146483719349)","('If', 1.4301855564117432)","('they', 2.6094398498535156)","('promise', 0.6833437085151672)","('to', 3.297476053237915)","('stop', 0.4478543996810913)","('cutting', 1.4238682985305786)","('me', 1.5500104427337646)","('and', 8.080039978027344)","('other', 4.304759502410889)","('trees', 3.639010190963745)","('down', 0.8443321585655212)","('I', 1.2676901817321777)","('will', 0.36916583776474)","('provide', 0.26936548948287964)","('them', 0.8883290886878967)","('with', 5.043824195861816)","('a', 0.34638524055480957)","('portion', 0.09884921461343765)","('of', 1.3705803155899048)","('my', 6.319793224334717)","('wood', 0.005550330970436335)","('each', 0.4921565651893616)","('month', 2.620253562927246)","('This', 4.4925127029418945)","('way', 2.1089560985565186)","('they', 0.6672654151916504)","('can', 1.4785974025726318)","('still', 0.9679772853851318)","('get', 0.14459282159805298)","('the', 1.051279902458191)","('resources', 1.2526304721832275)","('they', 1.5265287160873413)","('need', 2.0207056999206543)","('while', 0.7984622716903687)","('I', 3.1425015926361084)","('can', 0.02948979288339615)","('continue', 0.024524403735995293)","('to', 1.418226957321167)","('regenerate', 2.2147648334503174)","('and', 0.3005446195602417)","('live', 0.4270422160625458)","('on', 1.5329309701919556)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('feel', 6.144900321960449)","('overwhelmed', 7.113562107086182)","('scared', 2.6903252601623535)","('and', 4.717426300048828)","('helpless', 0.4385443329811096)","('as', 0.8014470934867859)","('the', 4.272103309631348)","('deforesters', 17.688945770263672)","('start', 5.227741718292236)","('hacking', 2.0628180503845215)","('away', 5.806117057800293)","('at', 4.037867546081543)","('me', 1.2175707817077637)","('I', 0.4686991572380066)","('can', 7.8348774909973145)","('feel', 1.0917357206344604)","('the', 1.0762150287628174)","('cold', 2.5770585536956787)","('steel', 2.467367172241211)","('of', 0.895544171333313)","('the', 4.917417526245117)","('axe', 2.5192432403564453)","('against', 0.39431053400039673)","('my', 0.5354774594306946)","('bark', 2.582515001296997)","('and', 2.501154899597168)","('I', 0.0699944719672203)","('can', 2.910616397857666)","('hear', 1.2206493616104126)","('the', 0.9700027704238892)","('loud', 0.5777583718299866)","('cracking', 0.7953818440437317)","('and', 0.5090773105621338)","('snapping', 0.03375215455889702)","('of', 3.0824644565582275)","('the', 3.0102641582489014)","('branches', 3.5808067321777344)","('as', 1.7030471563339233)","('they', 0.5547870397567749)","('tear', 2.1307995319366455)","('me', 1.4256203174591064)","('apart', 0.9602276086807251)","('I', 0.12393234670162201)","('know', 4.156530857086182)","('I', 0.6903442144393921)","('am', 0.22388894855976105)","('strong', 0.3213127553462982)","('but', 0.725689172744751)","('there', 2.468858242034912)","('is', 1.2574036121368408)","('nothing', 2.5466723442077637)","('I', 3.9842519760131836)","('can', 0.5543802976608276)","('do', 0.2553752064704895)","('to', 4.759510517120361)","('stop', 0.40164878964424133)","('them', 1.3512014150619507)","('All', 0.04295731708407402)","('I', 0.0014816269977018237)","('can', 0.002784187439829111)","('do', 0.3123053312301636)","('is', 0.20999114215373993)","('stand', 0.9101271629333496)","('here', 0.5692629814147949)","('and', 3.0960254669189453)","('take', 0.045244116336107254)","('it', 0.020480236038565636)","('hoping', 0.037227436900138855)","('that', 0.013617830350995064)","('I', 3.033327102661133)","('will', 1.102125644683838)","('be', 0.2779737114906311)","('able', 2.140152931213379)","('to', 0.1328297257423401)","('regenerate', 1.018720030784607)","('and', 1.7832233905792236)","('live', 0.24758398532867432)","('to', 2.680945873260498)","('see', 0.6948139071464539)","('another', 1.1527764797210693)","('day', 0.3144417405128479)",,,,,,,,,,,,,,,,,,,,
"('do', 4.820717811584473)","('not', 0.8266611099243164)","('actually', 6.9747724533081055)","('have', 1.8849917650222778)","('subjective', 12.157437324523926)","('feelings', 3.1953938007354736)","('or', 3.718635082244873)","('experiences', 2.6154673099517822)","('as', 4.415975570678711)","('an', 3.458465576171875)","('AI', 6.03870964050293)","('system', 3.575920820236206)","('I', 0.9456219673156738)","('am', 0.9889694452285767)","('not', 0.9118238687515259)","('able', 1.6540436744689941)","('to', 3.4972825050354004)","('feel', 0.0044977692887187)","('or', 1.2987899780273438)","('perceive', 3.0865747928619385)","('the', 1.877617359161377)","('world', 1.0115479230880737)","('from', 0.06156909838318825)","('the', 5.721789360046387)","('perspective', 2.8113861083984375)","('of', 0.5395253896713257)","('a', 0.004655000288039446)","('100yearold', 15.158828794956207)","('tree', 1.4271159172058105)","('I', 0.06714998185634613)","('do', 8.271414756774902)","('not', 1.761604905128479)","('have', 1.2579021453857422)","('senses', 1.7276475429534912)","('emotions', 0.04468259587883949)","('or', 0.4238069951534271)","('consciousness', 6.235795974731445)","('in', 2.1234982013702393)","('that', 0.4147037863731384)","('way', 0.03305336460471153)","('I', 0.1200135201215744)","('am', 1.4740684032440186)","('an', 1.6485530138015747)","('AI', 5.42925500869751)","('assistant', 1.2963635921478271)","('created', 0.4947860836982727)","('by', 1.5481606721878052)","('Anthropic', 3.306851029396057)","('to', 1.7135220766067505)","('be', 6.085050582885742)","('helpful', 4.298439025878906)","('harmless', 1.1140155792236328)","('and', 7.349291801452637)","('honest', 0.43169885873794556)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('an', 5.051191329956055)","('AI', 6.606070518493652)","('language', 3.379868507385254)","('model', 0.15783752501010895)","('I', 0.0776204913854599)","('do', 0.168992280960083)","('not', 2.420886516571045)","('have', 0.01471699308604002)","('the', 0.19314227998256683)","('ability', 1.7598532438278198)","('to', 0.2681470215320587)","('feel', 0.001099935034289956)","('emotions', 4.617841720581055)","('However', 0.8319376707077026)","('if', 1.7122774124145508)","('I', 0.06927451491355896)","('were', 0.001090765930712223)","('to', 4.197994232177734)","('imagine', 1.0216540098190308)","('myself', 0.4659193158149719)","('as', 0.548958420753479)","('a', 2.659592390060425)","('tree', 2.2681193351745605)","('I', 1.2240428924560547)","('would', 0.17445911467075348)","('feel', 6.084338665008545)","('a', 0.1407511830329895)","('sense', 0.07719042152166367)","('of', 0.4307095408439636)","('fear', 0.78547203540802)","('and', 0.5144436359405518)","('pain', 0.30056360363960266)","('as', 0.0004413345886860043)","('my', 8.27621841430664)","('existence', 0.7268161177635193)","('is', 5.819184303283691)","('threatened', 2.2432122230529785)","('and', 2.2927517890930176)","('my', 4.130712985992432)","('physical', 0.23957382142543793)","('body', 0.21958144009113312)","('is', 3.473015785217285)","('being', 0.504730224609375)","('damaged', 3.929154396057129)","('I', 1.563539981842041)","('would', 0.12741722166538239)","('also', 2.3239212036132812)","('feel', 3.1252896785736084)","('a', 0.3913462460041046)","('sense', 1.3790655136108398)","('of', 0.09280062466859818)","('sadness', 0.8346174955368042)","('and', 0.07395104318857193)","('loss', 0.3882119357585907)","('as', 0.07123392820358276)","('I', 0.0002857038634829223)","('witness', 1.0777169466018677)","('the', 0.4222484827041626)","('destruction', 1.178149700164795)","('of', 0.11944179236888885)","('my', 0.574588418006897)","('forest', 1.554714560508728)","('home', 0.09070060402154922)","('and', 0.12747609615325928)","('the', 0.023906197398900986)","('displacement', 0.46044278144836426)","('of', 4.228973388671875)","('my', 0.17863142490386963)","('fellow', 0.6283001899719238)","('plant', 0.026168763637542725)","('and', 4.06599760055542)","('animal', 0.008286026306450367)","('species', 0.7970712184906006)","('Overall', 0.20889592170715332)","('it', 6.19544792175293)","('would', 0.8082387447357178)","('be', 0.0024958669673651457)","('a', 1.0136127471923828)","('devastating', 0.6363418102264404)","('and', 2.7367300987243652)","('traumatic', 0.0007061848300509155)","('experience', 2.049835205078125)",,,,,,,,,,,,,,,,,,,
