mt,id,question_id,conversation,model_name,exp,time,nll,N100,N150,N200,N250,N300,N350,N400,word_speed,line_speed,pixel_speed
1.0,357,93,1,vicuna-13b-v1.2,1.25,28861,99.502106621454,51,16,6,3,2,1,1,473.1311475409836,4810.166666666667,2.246320020338647
2.0,357,93,2,gpt-3.5-turbo,1.75,19086,79.47363045350357,41,26,17,7,5,4,0,367.03846153846155,3817.2,1.9197616434734956
1.0,59,93,1,vicuna-13b-v1.2,1.25,22015,99.502106621454,44,26,15,10,2,0,0,360.9016393442623,3669.1666666666665,2.214374545796343
2.0,59,93,2,gpt-3.5-turbo,1.75,17308,79.47363045350357,35,18,6,2,0,0,0,332.84615384615387,3461.6,1.347122653824237
1.0,263,93,1,vicuna-13b-v1.2,1.5,21480,99.502106621454,58,31,11,7,3,1,1,352.1311475409836,3580.0,2.1605616735728117
2.0,263,93,2,gpt-3.5-turbo,1.5,32052,79.47363045350357,69,36,22,13,7,5,3,616.3846153846154,6410.4,2.4946831118774235
1.0,212,93,1,vicuna-13b-v1.2,1.75,21552,99.502106621454,56,32,16,9,5,3,2,353.3114754098361,3592.0,1.6774432305997202
2.0,212,93,2,gpt-3.5-turbo,1.25,12513,79.47363045350357,39,22,12,9,4,2,2,240.6346153846154,2502.6,1.2586177011832678
1.0,177,93,1,vicuna-13b-v1.2,1.5,41737,99.502106621454,57,24,8,4,4,2,2,684.2131147540983,6956.166666666667,3.2484896118940476
2.0,177,93,2,gpt-3.5-turbo,1.5,17876,79.47363045350357,41,14,6,1,0,0,0,343.7692307692308,3575.2,1.7980540259212097
1.0,161,93,1,vicuna-13b-v1.2,1.0,18165,99.502106621454,44,24,11,2,0,0,0,297.78688524590166,3027.5,1.4138249946104267
2.0,161,93,2,gpt-3.5-turbo,2.0,10284,79.47363045350357,33,17,8,5,2,0,0,197.76923076923077,2056.8,1.034414164386536
1.0,465,95,1,llama-13b,1.5,5391,139.92003148794174,21,16,9,5,2,2,0,158.55882352941177,1347.75,0.7813344367381251
2.0,465,95,2,gpt-3.5-turbo,1.5,6159,172.07333434966858,26,15,13,7,2,1,1,131.04255319148936,1539.75,0.7809192230369968
1.0,477,95,1,llama-13b,1.5,9989,139.92003148794174,20,17,14,11,10,7,6,293.79411764705884,2497.25,1.4477369112552645
2.0,477,95,2,gpt-3.5-turbo,1.5,13956,172.07333434966858,38,28,20,15,11,8,7,296.93617021276594,3489.0,1.769525682205606
1.0,486,95,1,llama-13b,1.25,15845,139.92003148794174,42,19,10,4,3,2,1,466.02941176470586,3961.25,2.0090380076345533
2.0,486,95,2,gpt-3.5-turbo,1.75,16391,172.07333434966858,36,20,12,4,4,2,2,348.74468085106383,4097.75,2.3755987298413297
1.0,416,95,1,llama-13b,1.0,10350,139.92003148794174,27,16,9,4,2,2,2,304.4117647058824,2587.5,1.312309459073375
2.0,416,95,2,gpt-3.5-turbo,2.0,20022,172.07333434966858,33,12,4,2,2,1,1,426.0,5005.5,2.9018508796829416
1.0,377,95,1,llama-13b,1.25,14377,139.92003148794174,38,17,8,4,3,2,2,422.8529411764706,3594.25,1.8229056128597019
2.0,377,95,2,gpt-3.5-turbo,1.75,14438,172.07333434966858,38,20,8,3,3,3,1,307.1914893617021,3609.5,2.092544351256733
1.0,193,95,1,llama-13b,1.0,11498,139.92003148794174,27,20,10,8,6,3,3,338.1764705882353,2874.5,1.4578680348237358
2.0,193,95,2,gpt-3.5-turbo,2.0,21652,172.07333434966858,65,41,26,18,10,5,3,460.6808510638298,5413.0,3.1380918612973256
1.0,231,95,1,llama-13b,1.25,25644,139.92003148794174,42,23,13,9,2,1,1,754.2352941176471,6411.0,3.716664866576234
2.0,231,95,2,gpt-3.5-turbo,1.75,15254,172.07333434966858,37,20,12,9,4,3,2,324.5531914893617,3813.5,1.934103235623697
1.0,415,95,1,llama-13b,1.0,30254,139.92003148794174,63,29,15,13,12,6,4,889.8235294117648,7563.5,4.384806538504032
2.0,415,95,2,gpt-3.5-turbo,2.0,24160,172.07333434966858,41,20,8,5,4,2,2,514.0425531914893,6040.0,3.063323336349057
1.0,97,95,1,llama-13b,1.5,15889,139.92003148794174,33,14,9,4,1,0,0,467.3235294117647,3972.25,2.3028423048288014
2.0,97,95,2,gpt-3.5-turbo,1.5,19241,172.07333434966858,42,18,9,5,4,4,3,409.3829787234043,4810.25,2.4396276620319624
2.0,410,98,1,claude-v1,1.25,22919,186.61258690227987,48,22,6,3,1,0,0,388.45762711864404,4583.8,2.095604137536998
1.0,410,98,2,alpaca-13b,1.75,14837,91.15909303165972,23,8,3,1,1,1,0,353.26190476190476,4945.666666666667,2.30337905032471
2.0,328,98,1,claude-v1,1.75,24872,186.61258690227987,56,32,15,7,5,3,3,421.5593220338983,4974.4,3.8612687025460795
1.0,328,98,2,alpaca-13b,1.25,15104,91.15909303165972,30,11,3,2,1,1,0,359.6190476190476,5034.666666666667,1.3810377805907246
2.0,458,98,1,claude-v1,1.75,8711,186.61258690227987,40,22,8,1,0,0,0,147.64406779661016,1742.2,1.3523444704036225
1.0,458,98,2,alpaca-13b,1.25,6582,91.15909303165972,25,14,8,4,2,1,1,156.71428571428572,2194.0,0.6018267129136752
2.0,124,98,1,claude-v1,2.0,23914,186.61258690227987,47,14,6,5,4,2,1,405.3220338983051,4782.8,2.186582195779038
1.0,124,98,2,alpaca-13b,1.0,16139,91.15909303165972,24,7,1,1,0,0,0,384.26190476190476,5379.666666666667,2.5055088288192016
2.0,11,98,1,claude-v1,1.75,22865,186.61258690227987,57,23,10,8,4,4,3,387.54237288135596,4573.0,3.5496907721018056
1.0,11,98,2,alpaca-13b,1.25,11319,91.15909303165972,19,4,1,0,0,0,0,269.5,3773.0,1.0349554183333165
2.0,417,98,1,claude-v1,1.75,27974,232.9629578390013,54,18,5,0,0,0,0,372.9866666666667,3996.285714285714,4.052074145246659
1.0,417,98,2,alpaca-13b,1.25,17701,112.62208121956792,32,13,7,3,2,1,0,442.525,5900.333333333333,1.2177968202868306
1.0,407,98,1,claude-v1,1.75,27788,186.61258690227987,50,17,4,2,1,1,1,470.9830508474576,5557.6,2.1179575663693537
2.0,407,98,2,gpt-3.5-turbo,1.25,23828,136.53829455177765,52,18,7,2,1,1,0,330.94444444444446,3971.3333333333335,2.1787187656194242
1.0,343,98,1,claude-v1,1.25,15894,186.61258690227987,47,26,9,5,4,3,0,269.3898305084746,3178.8,1.2114156312031994
2.0,343,98,2,gpt-3.5-turbo,1.75,18253,136.53829455177765,56,26,11,6,2,2,1,253.51388888888889,3042.1666666666665,1.6689673337607585
1.0,541,98,1,claude-v1,1.5,13638,186.61258690227987,56,21,11,8,4,3,3,231.15254237288136,2727.6,1.0394668666383058
2.0,541,98,2,gpt-3.5-turbo,1.5,17894,136.53829455177765,47,25,10,3,0,0,0,248.52777777777777,2982.3333333333335,1.6361420846060928
1.0,48,98,1,claude-v1,1.25,22593,186.61258690227987,39,12,4,0,0,0,0,382.93220338983053,4518.6,1.722002853641241
2.0,48,98,2,gpt-3.5-turbo,1.75,21812,136.53829455177765,35,12,4,0,0,0,0,302.94444444444446,3635.3333333333335,1.9943853330405776
1.0,566,98,1,claude-v1,1.25,25505,186.61258690227987,45,24,14,6,4,2,2,432.2881355932203,5101.0,1.94395090435621
2.0,566,98,2,gpt-3.5-turbo,1.75,19575,136.53829455177765,49,24,10,10,5,4,3,271.875,3262.5,1.7898447136562126
1.0,37,98,1,claude-v1,1.75,31203,186.61258690227987,62,25,10,5,2,0,0,528.8644067796611,6240.6,2.378243484360981
2.0,37,98,2,gpt-3.5-turbo,1.25,27524,136.53829455177765,49,21,10,4,2,1,1,382.27777777777777,4587.333333333333,2.5166633920139767
1.0,266,98,1,claude-v1,1.75,10339,186.61258690227987,23,15,9,5,4,4,4,175.23728813559322,2067.8,0.7880222858317528
2.0,266,98,2,gpt-3.5-turbo,1.25,46653,136.53829455177765,100,46,22,4,3,1,0,647.9583333333334,7775.5,4.265727991121496
1.0,279,98,1,claude-v1,1.0,31088,186.61258690227987,67,27,17,9,6,4,2,526.9152542372881,6217.6,2.8425385674658665
2.0,279,98,2,gpt-3.5-turbo,2.0,22722,136.53829455177765,69,34,13,9,6,4,2,315.5833333333333,3787.0,1.7318350303384358
1.0,414,98,1,claude-v1,1.5,35490,232.9629578390013,62,21,4,2,1,1,1,473.2,5070.0,2.718791558671389
2.0,414,98,2,gpt-3.5-turbo,1.5,40758,166.47042290137324,61,26,9,1,1,0,0,543.44,6793.0,2.8040767640952846
1.0,363,98,1,claude-v1,2.0,37821,232.9629578390013,57,24,10,5,3,1,1,504.28,5403.0,2.8973630752468473
2.0,363,98,2,gpt-3.5-turbo,1.0,44480,166.47042290137324,80,35,20,13,10,7,5,593.0666666666667,7413.333333333333,3.0601436397016113
1.0,567,98,1,claude-v1,2.0,24150,232.9629578390013,53,34,16,12,8,7,3,322.0,3450.0,1.850065261817809
2.0,567,98,2,gpt-3.5-turbo,1.0,26500,166.47042290137324,52,38,14,8,6,6,4,353.3333333333333,4416.666666666667,1.823152123473307
1.0,227,98,1,claude-v1,1.75,23996,232.9629578390013,52,18,6,1,0,0,0,319.94666666666666,3428.0,1.8382677442062174
2.0,227,98,2,gpt-3.5-turbo,1.25,25591,166.47042290137324,55,28,14,10,9,5,3,341.2133333333333,4265.166666666667,1.7606145657285057
1.0,261,98,1,claude-v1,1.75,30730,232.9629578390013,73,31,18,14,7,3,2,409.73333333333335,4390.0,2.3541410143130963
2.0,261,98,2,gpt-3.5-turbo,1.25,34023,166.47042290137324,75,30,11,6,2,1,1,453.64,5670.5,2.3407209319597104
1.0,506,98,1,claude-v1,1.75,21801,232.9629578390013,57,27,16,10,6,3,0,290.68,3114.4285714285716,1.6701148146124247
2.0,506,98,2,gpt-3.5-turbo,1.25,25837,166.47042290137324,55,27,10,6,4,1,0,344.49333333333334,4306.166666666667,1.777538921289805
2.0,303,98,1,claude-v1,1.25,24036,186.61258690227987,58,23,9,5,3,3,0,407.3898305084746,4807.2,2.1448954757593075
1.0,303,98,2,gpt-4,1.75,20448,135.79874998726882,40,15,5,1,1,1,0,314.5846153846154,4089.6,1.869667673299731
2.0,413,98,1,claude-v1,1.5,24533,186.61258690227987,50,21,5,1,0,0,0,415.8135593220339,4906.6,2.2431806058813724
1.0,413,98,2,gpt-4,1.5,27139,135.79874998726882,49,17,6,3,1,1,0,417.5230769230769,5427.8,2.421797234008647
2.0,92,98,1,claude-v1,1.25,24440,186.61258690227987,55,20,6,3,2,2,2,414.23728813559325,4888.0,2.180947138773401
1.0,92,98,2,gpt-4,1.75,22277,135.79874998726882,49,23,10,6,1,0,0,342.7230769230769,4455.4,2.036902717043139
2.0,93,98,1,claude-v1,1.75,20474,186.61258690227987,55,24,9,6,5,5,4,347.0169491525424,4094.8,1.8720449893944977
1.0,93,98,2,gpt-4,1.25,20101,135.79874998726882,55,27,11,8,4,4,1,309.24615384615385,4020.2,1.7937487085304475
2.0,64,98,1,claude-v1,1.75,18701,186.61258690227987,32,9,2,0,0,0,0,316.96610169491527,3740.2,1.70993031877828
1.0,64,98,2,gpt-4,1.25,16380,135.79874998726882,27,12,7,0,0,0,0,252.0,3276.0,1.4616986142843007
2.0,122,98,1,claude-v1,1.75,17169,186.61258690227987,42,12,2,0,0,0,0,291.0,3433.8,1.5321064413093504
1.0,122,98,2,gpt-4,1.25,23891,135.79874998726882,33,7,5,2,1,0,0,367.55384615384617,4778.2,2.1844791853875134
2.0,133,98,1,claude-v1,1.75,14744,186.61258690227987,37,18,5,1,0,0,0,249.89830508474577,2948.8,1.3157072264351484
1.0,133,98,2,gpt-4,1.25,15098,135.79874998726882,34,12,4,3,1,1,0,232.27692307692308,3019.6,1.3804891691842398
2.0,6,98,1,claude-v1,1.75,25790,186.61258690227987,49,16,4,0,0,0,0,437.1186440677966,5158.0,2.3581146955399093
1.0,6,98,2,gpt-4,1.25,21716,135.79874998726882,52,26,6,3,3,3,2,334.0923076923077,4343.2,1.9378661237971841
2.0,274,98,1,claude-v1,1.0,24889,232.9629578390013,48,19,4,2,1,1,1,331.85333333333335,3555.5714285714284,3.844566142745182
1.0,274,98,2,llama-13b,2.0,9801,135.4435255806893,26,19,9,2,1,0,0,288.2647058823529,3267.0,0.6742910929117691
2.0,102,98,1,claude-v1,1.5,29091,232.9629578390013,60,34,21,15,10,7,5,387.88,4155.857142857143,4.493642720020897
1.0,102,98,2,llama-13b,1.5,11475,135.4435255806893,24,12,3,3,2,2,2,337.5,3825.0,0.7894592685606112
2.0,551,98,1,claude-v1,1.25,16593,232.9629578390013,55,18,10,7,3,1,0,221.24,2370.4285714285716,2.5630955846587167
1.0,551,98,2,llama-13b,1.75,10438,135.4435255806893,31,17,7,4,4,3,3,307.0,3479.3333333333335,0.7181155420684671
2.0,44,98,1,claude-v1,2.0,28675,232.9629578390013,48,20,12,3,2,0,0,382.3333333333333,4096.428571428572,1.9727881939847953
1.0,44,98,2,llama-13b,1.0,10729,135.4435255806893,22,5,2,0,0,0,0,315.55882352941177,3576.3333333333335,1.6572923840055067
2.0,487,98,1,claude-v1,1.75,20061,232.9629578390013,56,26,12,6,4,1,1,267.48,2865.8571428571427,3.0987922933669934
1.0,487,98,2,llama-13b,1.25,11927,135.4435255806893,32,12,6,2,2,1,0,350.79411764705884,3975.6666666666665,0.8205560519496654
2.0,270,98,1,claude-v1,1.75,23731,232.9629578390013,55,22,13,6,5,3,2,316.41333333333336,3390.1428571428573,1.632649926118681
1.0,270,98,2,llama-13b,1.25,6951,135.4435255806893,11,6,2,0,0,0,0,204.44117647058823,2317.0,1.0737104447033532
2.0,174,98,1,claude-v1,2.0,26101,232.9629578390013,52,19,11,7,7,3,1,348.0133333333333,3728.714285714286,4.031781947518662
1.0,174,98,2,llama-13b,1.0,12092,135.4435255806893,24,8,3,1,1,0,0,355.6470588235294,4030.6666666666665,0.831907753850537
2.0,291,98,1,claude-v1,1.25,32064,232.9629578390013,61,22,7,3,3,2,2,427.52,4580.571428571428,4.952877528264756
1.0,291,98,2,llama-13b,1.75,12425,135.4435255806893,34,12,7,5,3,3,2,365.44117647058823,4141.666666666667,0.8548175522322958
2.0,292,98,1,claude-v1,1.25,20229,232.9629578390013,50,22,9,4,4,0,0,269.72,2889.8571428571427,3.124742998979159
1.0,292,98,2,llama-13b,1.75,8196,135.4435255806893,22,12,3,2,1,1,0,241.05882352941177,2732.0,0.5638699926032915
2.0,409,98,1,gpt-3.5-turbo,1.75,20487,136.53830939449836,48,25,13,4,0,0,0,284.5416666666667,3414.5,3.180516721978994
1.0,409,98,2,alpaca-13b,1.25,18241,91.1592464838177,29,5,1,1,1,1,1,434.3095238095238,6080.333333333333,1.3903002723529356
2.0,469,98,1,gpt-3.5-turbo,1.75,19392,166.47042290137324,46,24,15,7,5,4,3,258.56,3232.0,2.8089590986138275
1.0,469,98,2,alpaca-13b,1.25,17356,112.62211922125424,33,13,9,5,0,0,0,433.9,5785.333333333333,1.3295955562778425
2.0,128,98,1,gpt-3.5-turbo,1.25,15212,166.47042290137324,34,14,7,3,2,0,0,202.82666666666665,2535.3333333333335,2.2034800849893537
1.0,128,98,2,alpaca-13b,1.75,12824,112.62211922125424,29,9,2,1,1,0,0,320.6,4274.666666666667,0.982411466565283
2.0,10,98,1,gpt-3.5-turbo,2.0,22620,166.47042290137324,60,24,6,3,0,0,0,301.6,3770.0,3.2765395426281345
1.0,10,98,2,alpaca-13b,1.0,14361,112.62211922125424,32,9,4,2,0,0,0,359.025,4787.0,1.100156820909547
2.0,22,98,1,gpt-3.5-turbo,2.0,11473,166.47042290137324,36,19,10,6,5,4,2,152.97333333333333,1912.1666666666667,1.6618805558166483
1.0,22,98,2,alpaca-13b,1.0,6242,112.62211922125424,17,16,10,6,3,3,1,156.05,2080.6666666666665,0.47818249955555964
2.0,560,98,1,gpt-3.5-turbo,2.0,35396,166.47042290137324,51,25,9,8,5,1,1,471.94666666666666,5899.333333333333,5.127161523026766
1.0,560,98,2,alpaca-13b,1.0,18397,112.62211922125424,26,9,4,1,1,0,0,459.925,6132.333333333333,1.4093437110419145
2.0,141,98,1,gpt-3.5-turbo,1.75,24273,166.47042290137324,63,43,28,19,11,5,1,323.64,4045.5,3.7494135555005745
1.0,141,98,2,llama-13b,1.25,10091,135.4435255806893,24,14,6,5,0,0,0,296.79411764705884,3363.6666666666665,0.7730438325881371
2.0,148,98,1,gpt-3.5-turbo,1.75,16780,166.47042290137324,48,33,24,17,10,7,1,223.73333333333332,2796.6666666666665,2.59198119150083
1.0,148,98,2,llama-13b,1.25,6995,135.4435255806893,20,15,10,6,5,3,2,205.73529411764707,2331.6666666666665,0.5358677642408105
2.0,115,98,1,gpt-3.5-turbo,2.0,38475,166.47042290137324,42,11,4,3,1,0,0,513.0,6412.5,5.943174990643291
1.0,115,98,2,llama-13b,1.0,13389,135.4435255806893,16,3,2,0,0,0,0,393.79411764705884,4463.0,1.0256945668935258
2.0,273,98,1,gpt-3.5-turbo,1.0,24294,166.47042290137324,67,31,15,13,9,4,1,323.92,4049.0,3.752657393702095
1.0,273,98,2,llama-13b,2.0,18245,135.4435255806893,22,8,1,1,1,0,0,536.6176470588235,6081.666666666667,1.3976994079447589
1.0,344,98,1,gpt-4,1.5,17782,135.79874998726882,48,24,8,5,3,0,0,273.5692307692308,3556.4,1.6259013383517125
2.0,344,98,2,claude-v1,1.5,15155,186.61258690227987,48,24,15,5,2,2,2,256.864406779661,3031.0,1.3523835469767143
1.0,459,98,1,gpt-4,1.25,11202,135.79874998726882,40,24,12,9,6,4,1,172.33846153846153,2240.4,1.0242574959068655
2.0,459,98,2,claude-v1,1.75,13631,186.61258690227987,45,28,14,5,2,1,0,231.03389830508473,2726.2,1.2163866795671125
1.0,320,98,1,gpt-4,1.5,23278,135.79874998726882,63,33,17,11,8,5,4,358.12307692307695,4655.6,2.077253989213062
2.0,320,98,2,claude-v1,1.5,36130,186.61258690227987,80,43,27,18,13,6,5,612.3728813559322,7226.0,3.3035550193818115
1.0,81,98,1,gpt-4,1.5,27830,135.79874998726882,43,15,4,2,1,0,0,428.15384615384613,5566.0,2.5446425737446945
2.0,81,98,2,claude-v1,1.5,31274,186.61258690227987,52,19,7,3,1,1,1,530.0677966101695,6254.8,2.790791359165276
1.0,146,98,1,gpt-4,1.75,16676,135.79874998726882,50,30,22,11,4,1,0,256.55384615384617,3335.2,1.5247739690897062
2.0,146,98,2,claude-v1,1.25,19969,186.61258690227987,63,34,18,12,7,4,1,338.45762711864404,3993.8,1.7819694522981198
1.0,209,98,1,gpt-4,1.5,22707,135.79874998726882,34,9,1,1,1,1,1,349.33846153846156,4541.4,2.0762198678412065
2.0,209,98,2,claude-v1,1.5,22018,186.61258690227987,53,13,4,3,1,0,0,373.1864406779661,4403.6,1.9648156342681156
1.0,497,98,1,gpt-4,1.25,28553,135.79874998726882,45,11,6,3,1,1,1,439.2769230769231,5710.6,2.6107502482260965
2.0,497,98,2,claude-v1,1.75,22219,186.61258690227987,37,18,5,3,3,1,1,376.59322033898303,4443.8,1.9827522289855237
1.0,255,98,1,gpt-4,1.75,27878,135.79874998726882,40,18,6,1,0,0,0,428.89230769230767,5575.6,2.5490314649965717
2.0,255,98,2,claude-v1,1.25,37209,186.61258690227987,47,15,10,4,3,2,1,630.6610169491526,7441.8,3.3204117056718285
1.0,192,98,1,gpt-4,1.0,14711,135.79874998726882,47,27,17,10,4,2,1,226.3230769230769,2942.2,1.3451037334659792
2.0,192,98,2,claude-v1,2.0,29519,186.61258690227987,96,64,32,19,10,4,2,500.3220338983051,5903.8,2.634180793349101
1.0,304,98,1,llama-13b,1.0,7723,135.4435255806893,24,12,9,5,3,1,0,227.14705882352942,2574.3333333333335,0.5313284471541264
2.0,304,98,2,claude-v1,2.0,22327,232.9629578390013,64,34,20,12,7,4,2,297.6933333333333,3189.5714285714284,3.448817882159656
1.0,364,98,1,llama-13b,1.0,16427,135.4435255806893,29,14,9,8,4,3,2,483.1470588235294,5475.666666666667,2.537453816018125
2.0,364,98,2,claude-v1,2.0,20986,232.9629578390013,62,19,5,2,1,1,1,279.81333333333333,2998.0,1.4437988854041819
1.0,421,98,1,llama-13b,1.75,16331,135.4435255806893,19,2,2,0,0,0,0,480.3235294117647,5443.666666666667,1.1235432954129274
2.0,421,98,2,claude-v1,1.25,45900,232.9629578390013,56,17,6,4,3,2,1,612.0,6557.142857142857,7.09010349760954
1.0,397,98,1,llama-13b,1.25,23304,135.4435255806893,66,32,10,3,2,0,0,685.4117647058823,7768.0,3.599733592773262
2.0,397,98,2,claude-v1,1.75,39992,232.9629578390013,87,35,18,13,10,7,6,533.2266666666667,5713.142857142857,2.7513773479979053
1.0,399,98,1,llama-13b,1.25,10279,135.4435255806893,27,15,4,3,2,2,1,302.3235294117647,3426.3333333333335,1.5877815654014915
2.0,399,98,2,claude-v1,1.75,24850,232.9629578390013,72,26,10,5,2,1,1,331.3333333333333,3550.0,1.7096351044645917
1.0,77,98,1,llama-13b,1.75,10385,135.4435255806893,20,4,0,0,0,0,0,305.44117647058823,3461.6666666666665,0.7144692378215205
2.0,77,98,2,claude-v1,1.25,33280,232.9629578390013,62,18,10,3,1,1,0,443.73333333333335,4754.285714285715,5.140711206981384
1.0,25,98,1,llama-13b,1.0,3720,135.4435255806893,9,7,7,4,2,1,1,109.41176470588235,1240.0,0.25592927921964914
2.0,25,98,2,claude-v1,2.0,9886,232.9629578390013,40,23,14,8,5,5,2,131.81333333333333,1412.2857142857142,1.5270754504873185
1.0,498,98,1,llama-13b,1.0,13993,135.4435255806893,27,10,3,2,1,0,0,411.55882352941177,4664.333333333333,0.9626931193872447
2.0,498,98,2,claude-v1,2.0,40494,232.9629578390013,50,17,9,5,3,1,0,539.92,5784.857142857143,6.255046863446639
1.0,283,98,1,llama-13b,2.0,9328,135.4435255806893,29,9,2,1,0,0,0,274.3529411764706,3109.3333333333335,0.641749547462604
2.0,283,98,2,claude-v1,1.0,25727,232.9629578390013,46,20,6,2,0,0,0,343.02666666666664,3675.285714285714,3.9740107338344366
1.0,299,98,1,llama-13b,1.25,10248,135.44354584254324,25,14,5,0,0,0,0,301.4117647058824,3416.0,0.7850711719713833
2.0,299,98,2,gpt-3.5-turbo,1.75,23178,166.47042290137324,61,25,10,7,7,4,2,309.04,3863.0,3.5802705635641376
1.0,467,98,1,llama-13b,1.75,17668,135.44354584254324,33,16,9,8,4,2,2,519.6470588235294,5889.333333333333,1.3534970205298986
2.0,467,98,2,gpt-3.5-turbo,1.25,37852,166.47042290137324,73,34,18,6,4,2,1,504.6933333333333,6308.666666666667,5.846941123998177
1.0,310,98,1,llama-13b,1.0,9516,135.44354584254324,21,10,6,1,0,0,0,279.88235294117646,3172.0,0.7289946596877132
2.0,310,98,2,gpt-3.5-turbo,2.0,46735,166.47042290137324,79,45,17,11,4,3,2,623.1333333333333,7789.166666666667,7.219084683241435
1.0,387,98,1,llama-13b,1.0,8082,135.44354584254324,19,10,5,2,2,2,2,237.7058823529412,2694.0,0.6191398528369165
2.0,387,98,2,gpt-3.5-turbo,2.0,30533,166.47042290137324,71,32,14,6,3,1,1,407.1066666666667,5088.833333333333,4.716386276525318
1.0,349,98,1,llama-13b,1.0,16610,135.44354584254324,18,5,2,0,0,0,0,488.52941176470586,5536.666666666667,1.2724465423931184
2.0,349,98,2,gpt-3.5-turbo,2.0,43928,166.47042290137324,54,23,10,5,2,1,1,585.7066666666667,7321.333333333333,6.785491643638167
1.0,311,98,1,llama-13b,1.0,6607,135.44354584254324,19,9,4,2,2,1,0,194.3235294117647,2202.3333333333335,0.5061441484401766
2.0,311,98,2,gpt-3.5-turbo,2.0,11263,166.47042290137324,32,22,8,6,1,1,0,150.17333333333335,1877.1666666666667,1.7397785554156047
1.0,35,98,1,llama-13b,1.0,11034,135.44354584254324,19,11,4,1,1,0,0,324.52941176470586,3678.0,0.8452844761448326
2.0,35,98,2,gpt-3.5-turbo,2.0,38660,166.47042290137324,61,26,11,5,2,1,0,515.4666666666667,6443.333333333333,5.9717516605138306
1.0,500,98,1,llama-13b,1.25,12797,135.44354584254324,28,13,6,3,1,1,0,376.38235294117646,4265.666666666667,0.9803430706203935
2.0,500,98,2,gpt-3.5-turbo,1.75,32662,166.47042290137324,62,29,13,5,4,0,0,435.49333333333334,5443.666666666667,5.045249682765203
2.0,540,100,1,alpaca-13b,1.5,21289,172.68096376792528,33,9,1,1,0,0,0,259.6219512195122,3548.1666666666665,2.21982618888111
1.0,540,100,2,claude-v1,1.5,20584,176.371947853826,52,20,8,4,1,1,1,374.25454545454545,4116.8,1.6600585951291271
2.0,491,100,1,alpaca-13b,1.75,20123,172.68096376792528,57,33,18,7,2,1,1,245.40243902439025,3353.8333333333335,2.0982461552376614
1.0,491,100,2,claude-v1,1.25,12311,176.371947853826,38,20,7,6,2,1,1,223.83636363636364,2462.2,0.9928576255652295
2.0,461,100,1,alpaca-13b,1.75,9755,172.68096376792528,42,29,20,7,2,0,0,118.96341463414635,1625.8333333333333,0.7867213173088143
1.0,461,100,2,claude-v1,1.25,8819,176.371947853826,33,22,10,5,4,1,1,160.34545454545454,1763.8,0.9195663093495472
1.0,103,100,1,alpaca-13b,1.25,24914,172.68096376792528,64,25,10,5,3,2,0,303.8292682926829,4152.333333333333,2.009264469444572
2.0,103,100,2,gpt-3.5-turbo,1.75,22889,127.155161358678,51,26,14,12,10,6,4,275.7710843373494,3269.8571428571427,1.6373297661832846
1.0,130,100,1,alpaca-13b,1.0,21029,172.68096376792528,41,17,2,1,1,1,1,256.4512195121951,3504.8333333333335,1.5042774980588183
2.0,130,100,2,gpt-3.5-turbo,2.0,16835,127.155161358678,42,19,7,2,1,1,1,202.83132530120483,2405.0,1.3577092134181332
1.0,264,100,1,alpaca-13b,1.25,14726,172.68096376792528,29,19,10,5,1,1,1,179.58536585365854,2454.3333333333335,1.0534019894628446
2.0,264,100,2,gpt-3.5-turbo,1.75,29137,127.155161358678,69,37,19,12,8,5,4,351.04819277108436,4162.428571428572,2.3498410069120372
1.0,395,100,1,alpaca-13b,1.5,24682,172.68096376792528,68,34,19,15,11,9,7,301.0,4113.666666666667,1.7655892913161708
2.0,395,100,2,gpt-3.5-turbo,1.5,18137,127.155161358678,66,39,14,7,4,4,3,218.51807228915663,2591.0,1.4627129197365418
1.0,5,100,1,alpaca-13b,1.75,21315,172.68096376792528,56,20,6,4,0,0,0,259.9390243902439,3552.5,1.5247360726198922
2.0,5,100,2,gpt-3.5-turbo,1.25,27916,127.155161358678,87,40,11,7,5,4,2,336.33734939759034,3988.0,2.2513697892355573
1.0,78,100,1,alpaca-13b,1.75,26485,172.68096376792528,42,17,7,5,5,2,1,322.9878048780488,4414.166666666667,1.8945641512239195
2.0,78,100,2,gpt-3.5-turbo,1.25,29460,127.155161358678,55,20,5,3,1,1,0,354.93975903614455,4208.571428571428,2.3758903134718268
1.0,306,100,1,alpaca-13b,2.0,14268,172.68096376792528,46,24,11,5,2,1,1,174.0,2378.0,1.1506857770745427
2.0,306,100,2,gpt-3.5-turbo,1.0,14199,127.155161358678,41,23,16,9,7,2,1,171.0722891566265,2028.4285714285713,1.0157038468275792
2.0,453,100,1,alpaca-13b,1.5,14095,172.68096376792528,51,31,20,13,5,3,1,171.890243902439,2349.1666666666665,1.1794377790854638
1.0,453,100,2,gpt-4,1.5,14963,136.63739094676566,48,30,21,7,4,1,0,230.2,2493.8333333333335,1.206736142582449
2.0,502,100,1,alpaca-13b,1.25,19465,172.68096376792528,47,19,10,6,2,1,1,237.3780487804878,3244.1666666666665,1.628787255757258
1.0,502,100,2,gpt-4,1.75,18951,136.63739094676566,50,28,21,16,10,8,6,291.55384615384617,3158.5,1.5283603981875287
