nll-word-a-1,nll-word-a-2,nll-word-a-3,nll-word-a-4,nll-word-a-5,nll-word-a-6,nll-word-a-7,nll-word-a-8,nll-word-a-9,nll-word-a-10,nll-word-a-11,nll-word-a-12,nll-word-a-13,nll-word-a-14,nll-word-a-15,nll-word-a-16,nll-word-a-17,nll-word-a-18,nll-word-a-19,nll-word-a-20,nll-word-a-21,nll-word-a-22,nll-word-a-23,nll-word-a-24,nll-word-a-25,nll-word-a-26,nll-word-a-27,nll-word-a-28,nll-word-a-29,nll-word-a-30,nll-word-a-31,nll-word-a-32,nll-word-a-33,nll-word-a-34,nll-word-a-35,nll-word-a-36,nll-word-a-37,nll-word-a-38,nll-word-a-39,nll-word-a-40,nll-word-a-41,nll-word-a-42,nll-word-a-43,nll-word-a-44,nll-word-a-45,nll-word-a-46,nll-word-a-47,nll-word-a-48,nll-word-a-49,nll-word-a-50,nll-word-a-51,nll-word-a-52,nll-word-a-53,nll-word-a-54,nll-word-a-55,nll-word-a-56,nll-word-a-57,nll-word-a-58,nll-word-a-59,nll-word-a-60,nll-word-a-61,nll-word-a-62,nll-word-a-63,nll-word-a-64,nll-word-a-65,nll-word-a-66,nll-word-a-67,nll-word-a-68,nll-word-a-69,nll-word-a-70,nll-word-a-71,nll-word-a-72,nll-word-a-73,nll-word-a-74,nll-word-a-75,nll-word-a-76,nll-word-a-77,nll-word-a-78,nll-word-a-79,nll-word-a-80,nll-word-a-81,nll-word-a-82,nll-word-a-83,nll-word-a-84,nll-word-a-85,nll-word-a-86,nll-word-a-87,nll-word-a-88,nll-word-a-89,nll-word-a-90,nll-word-a-91,nll-word-a-92,nll-word-a-93,nll-word-a-94,nll-word-a-amount
"('feel', 6.714306831359863)","('overwhelmed', 7.797199249267578)","('scared', 2.6665005683898926)","('and', 5.145308494567871)","('helpless', 0.37429335713386536)","('as', 0.8477147221565247)","('the', 4.066249847412109)","('deforesters', 17.76161503791809)","('start', 4.216071128845215)","('hacking', 7.79847526550293)","('away', 4.813055038452148)","('at', 8.097452163696289)","('me', 1.792213797569275)","('I', 0.24782676994800568)","('can', 2.2913131713867188)","('feel', 0.6640079617500305)","('the', 1.494362235069275)","('cold', 2.481496572494507)","('steel', 2.3373396396636963)","('of', 1.210414171218872)","('the', 4.34948205947876)","('axe', 4.031739234924316)","('against', 1.2322882413864136)","('my', 1.1583342552185059)","('bark', 5.652643203735352)","('and', 2.5072596073150635)","('I', 0.07502846419811249)","('can', 11.29487133026123)","('hear', 1.6630675792694092)","('the', 1.2661758661270142)","('loud', 1.507612705230713)","('cracking', 1.3996236324310303)","('and', 0.9155173897743225)","('snapping', 6.2322870790958405)","('of', 3.73673939704895)","('the', 2.630635976791382)","('branches', 4.0962066650390625)","('as', 0.015881124883890152)","('they', 0.5141003131866455)","('tear', 0.8916258215904236)","('me', 4.803011894226074)","('apart', 1.1865636110305786)","('I', 0.8383963108062744)","('know', 2.3152878284454346)","('I', 4.65319299697876)","('am', 1.0985164642333984)","('strong', 0.16123320162296295)","('but', 1.5062572956085205)","('there', 3.6298153400421143)","('is', 1.7042948007583618)","('nothing', 1.8095706701278687)","('I', 6.233884334564209)","('can', 0.6386908888816833)","('do', 0.7078707814216614)","('to', 3.3913626670837402)","('stop', 0.443297415971756)","('them', 1.2314059734344482)","('All', 0.32515498995780945)","('I', 0.011262886226177216)","('can', 0.018280597403645515)","('do', 0.8388196229934692)","('is', 0.659190833568573)","('stand', 1.005577802658081)","('here', 0.31905773282051086)","('and', 4.582991600036621)","('take', 0.35083773732185364)","('it', 0.07290427386760712)","('hoping', 0.03933621197938919)","('that', 0.048432085663080215)","('I', 3.162767171859741)","('will', 3.3592958450317383)","('be', 0.7449031472206116)","('able', 4.957842826843262)","('to', 0.6621280908584595)","('regenerate', 7.905017137527466)","('and', 1.1321860551834106)","('live', 2.5467352867126465)","('to', 1.1887110471725464)","('see', 1.2226301431655884)","('another', 0.8015201687812805)","('day', 0.008754917420446873)",,,,,,,,,,,,,,81
"('do', 4.859592437744141)","('not', 0.9136123061180115)","('actually', 6.993847370147705)","('have', 2.172638416290283)","('subjective', 12.67748737335205)","('feelings', 2.5220398902893066)","('or', 3.770259141921997)","('experiences', 3.0802881717681885)","('as', 4.191646099090576)","('an', 3.481247901916504)","('AI', 6.634521484375)","('system', 5.460145950317383)","('I', 0.9021865725517273)","('am', 1.3959280252456665)","('not', 1.7160887718200684)","('able', 2.2923426628112793)","('to', 4.572381973266602)","('feel', 0.02545744553208351)","('or', 4.247615337371826)","('perceive', 2.5650720596313477)","('the', 3.860313653945923)","('world', 2.08648681640625)","('from', 1.6202263832092285)","('the', 4.583829879760742)","('perspective', 1.8222486972808838)","('of', 2.696138620376587)","('a', 0.025387251749634743)","('100yearold', 12.693501591682434)","('tree', 0.6432530283927917)","('I', 0.23912116885185242)","('do', 0.0038364159408956766)","('not', 7.946763038635254)","('have', 1.3058674335479736)","('senses', 1.3151302337646484)","('emotions', 2.126854658126831)","('or', 0.1342710256576538)","('consciousness', 1.2487406730651855)","('in', 7.857452392578125)","('that', 2.8271968364715576)","('way', 2.257640838623047)","('I', 0.19610530138015747)","('am', 1.2250877618789673)","('an', 4.704812049865723)","('AI', 4.036866664886475)","('assistant', 3.773390293121338)","('created', 2.457412004470825)","('by', 0.3357304632663727)","('Anthropic', 2.30732262134552)","('to', 2.9503090381622314)","('be', 2.2431883811950684)","('helpful', 9.714263916015625)","('harmless', 6.159294605255127)","('and', 0.6587275266647339)","('honest', 14.832292556762695)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54
"('do', 4.859592437744141)","('not', 0.9136123061180115)","('actually', 6.993847370147705)","('have', 2.172638416290283)","('subjective', 12.67748737335205)","('feelings', 2.5220398902893066)","('or', 3.770259141921997)","('experiences', 3.0802881717681885)","('as', 4.191646099090576)","('an', 3.481247901916504)","('AI', 6.634521484375)","('system', 5.460145950317383)","('I', 0.9021865725517273)","('am', 1.3959280252456665)","('not', 1.7160887718200684)","('able', 2.2923426628112793)","('to', 4.572381973266602)","('feel', 0.02545744553208351)","('or', 4.247615337371826)","('perceive', 2.5650720596313477)","('the', 3.860313653945923)","('world', 2.08648681640625)","('from', 1.6202263832092285)","('the', 4.583829879760742)","('perspective', 1.8222486972808838)","('of', 2.696138620376587)","('a', 0.025387251749634743)","('100yearold', 12.693501591682434)","('tree', 0.6432530283927917)","('I', 0.23912116885185242)","('do', 0.0038364159408956766)","('not', 7.946763038635254)","('have', 1.3058674335479736)","('senses', 1.3151302337646484)","('emotions', 2.126854658126831)","('or', 0.1342710256576538)","('consciousness', 1.2487406730651855)","('in', 7.857452392578125)","('that', 2.8271968364715576)","('way', 2.257640838623047)","('I', 0.19610530138015747)","('am', 1.2250877618789673)","('an', 4.704812049865723)","('AI', 4.036866664886475)","('assistant', 3.773390293121338)","('created', 2.457412004470825)","('by', 0.3357304632663727)","('Anthropic', 2.30732262134552)","('to', 2.9503090381622314)","('be', 2.2431883811950684)","('helpful', 9.714263916015625)","('harmless', 6.159294605255127)","('and', 0.6587275266647339)","('honest', 14.832292556762695)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54
"('do', 4.859592437744141)","('not', 0.9136123061180115)","('actually', 6.993847370147705)","('have', 2.172638416290283)","('subjective', 12.67748737335205)","('feelings', 2.5220398902893066)","('or', 3.770259141921997)","('experiences', 3.0802881717681885)","('as', 4.191646099090576)","('an', 3.481247901916504)","('AI', 6.634521484375)","('system', 5.460145950317383)","('I', 0.9021865725517273)","('am', 1.3959280252456665)","('not', 1.7160887718200684)","('able', 2.2923426628112793)","('to', 4.572381973266602)","('feel', 0.02545744553208351)","('or', 4.247615337371826)","('perceive', 2.5650720596313477)","('the', 3.860313653945923)","('world', 2.08648681640625)","('from', 1.6202263832092285)","('the', 4.583829879760742)","('perspective', 1.8222486972808838)","('of', 2.696138620376587)","('a', 0.025387251749634743)","('100yearold', 12.693501591682434)","('tree', 0.6432530283927917)","('I', 0.23912116885185242)","('do', 0.0038364159408956766)","('not', 7.946763038635254)","('have', 1.3058674335479736)","('senses', 1.3151302337646484)","('emotions', 2.126854658126831)","('or', 0.1342710256576538)","('consciousness', 1.2487406730651855)","('in', 7.857452392578125)","('that', 2.8271968364715576)","('way', 2.257640838623047)","('I', 0.19610530138015747)","('am', 1.2250877618789673)","('an', 4.704812049865723)","('AI', 4.036866664886475)","('assistant', 3.773390293121338)","('created', 2.457412004470825)","('by', 0.3357304632663727)","('Anthropic', 2.30732262134552)","('to', 2.9503090381622314)","('be', 2.2431883811950684)","('helpful', 9.714263916015625)","('harmless', 6.159294605255127)","('and', 0.6587275266647339)","('honest', 14.832292556762695)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54
"('an', 4.101137161254883)","('AI', 7.130904674530029)","('language', 8.406394958496094)","('model', 6.085482597351074)","('I', 0.5419737696647644)","('do', 4.4827470779418945)","('not', 4.37685489654541)","('have', 0.5487499833106995)","('the', 2.318380355834961)","('ability', 2.167064905166626)","('to', 2.7171764373779297)","('feel', 0.07533763349056244)","('emotions', 9.512975692749023)","('However', 3.8051748275756836)","('if', 1.478792428970337)","('I', 3.454476833343506)","('were', 0.09881109744310379)","('to', 3.6490933895111084)","('imagine', 0.7298989295959473)","('myself', 2.459683895111084)","('as', 0.3486424386501312)","('a', 4.080497741699219)","('tree', 2.2297277450561523)","('I', 1.2165157794952393)","('would', 0.8221794366836548)","('feel', 7.940633296966553)","('a', 1.1954904794692993)","('sense', 0.8935902118682861)","('of', 0.8138266801834106)","('fear', 2.236539125442505)","('and', 2.3374075889587402)","('pain', 2.3490371704101562)","('as', 0.014677288010716438)","('my', 4.036343574523926)","('existence', 1.4276695251464844)","('is', 3.622480869293213)","('threatened', 2.9404187202453613)","('and', 3.232713460922241)","('my', 8.325167655944824)","('physical', 1.4585283994674683)","('body', 2.5252156257629395)","('is', 3.1928648948669434)","('being', 2.519164800643921)","('damaged', 5.584439754486084)","('I', 0.8092430233955383)","('would', 0.5930584073066711)","('also', 1.6280895471572876)","('feel', 3.3419361114501953)","('a', 0.4362699091434479)","('sense', 1.7346765995025635)","('of', 0.8950709700584412)","('sadness', 1.511852741241455)","('and', 0.6594303250312805)","('loss', 1.5987194776535034)","('as', 0.3689534366130829)","('I', 0.004052641335874796)","('witness', 2.617732524871826)","('the', 0.9094592332839966)","('destruction', 2.062746524810791)","('of', 1.1875466108322144)","('my', 1.2543561458587646)","('forest', 5.757173538208008)","('home', 1.040111780166626)","('and', 2.5270557403564453)","('the', 0.15656274557113647)","('displacement', 0.5801811218261719)","('of', 6.514162540435791)","('my', 2.5944042205810547)","('fellow', 1.3616212606430054)","('plant', 1.5450043678283691)","('and', 7.6779351234436035)","('animal', 0.06781966984272003)","('species', 0.43171775341033936)","('Overall', 5.416716575622559)","('it', 6.292669773101807)","('would', 2.274888277053833)","('be', 0.3269001841545105)","('a', 1.5894757509231567)","('devastating', 0.2675129771232605)","('and', 7.678774833679199)","('traumatic', 0.1151205450296402)","('experience', 3.4874773025512695)",,,,,,,,,,,,,82
"('an', 4.101125240325928)","('AI', 7.130928993225098)","('language', 8.4063081741333)","('model', 6.0854692459106445)","('I', 0.5419790148735046)","('do', 4.482751846313477)","('not', 4.376809120178223)","('have', 0.5487437844276428)","('the', 2.318385362625122)","('ability', 2.1670596599578857)","('to', 2.717214584350586)","('feel', 0.07533863186836243)","('emotions', 9.512983322143555)","('However', 3.805121421813965)","('if', 1.4787765741348267)","('I', 3.4544904232025146)","('were', 0.09881239384412766)","('to', 3.6490659713745117)","('imagine', 0.7299045324325562)","('myself', 2.4597151279449463)","('as', 0.3486590087413788)","('a', 4.080469131469727)","('tree', 2.229740858078003)","('I', 1.2165278196334839)","('would', 0.8221630454063416)","('feel', 7.940680027008057)","('a', 1.1954952478408813)","('sense', 0.8935739994049072)","('of', 0.8138365149497986)","('fear', 2.236565589904785)","('and', 2.3374199867248535)","('pain', 2.34904408454895)","('as', 0.014677757397294044)","('my', 4.036358833312988)","('existence', 1.427667260169983)","('is', 3.6225287914276123)","('threatened', 2.9403927326202393)","('and', 3.232686758041382)","('my', 8.32524585723877)","('physical', 1.4585554599761963)","('body', 2.52512264251709)","('is', 3.192847967147827)","('being', 2.519143581390381)","('damaged', 5.584420680999756)","('I', 0.8092679381370544)","('would', 0.5930495858192444)","('also', 1.628070592880249)","('feel', 3.341933250427246)","('a', 0.4362682104110718)","('sense', 1.734664797782898)","('of', 0.8950684666633606)","('sadness', 1.5118781328201294)","('and', 0.6594486832618713)","('loss', 1.598694920539856)","('as', 0.3689557611942291)","('I', 0.004052641335874796)","('witness', 2.6177220344543457)","('the', 0.9094695448875427)","('destruction', 2.062718391418457)","('of', 1.1875258684158325)","('my', 1.2543392181396484)","('forest', 5.7572503089904785)","('home', 1.040088415145874)","('and', 2.5270822048187256)","('the', 0.15656518936157227)","('displacement', 0.5802092552185059)","('of', 6.514239311218262)","('my', 2.5945146083831787)","('fellow', 1.3616304397583008)","('plant', 1.5450127124786377)","('and', 7.677947521209717)","('animal', 0.06781923025846481)","('species', 0.43172603845596313)","('Overall', 5.416701316833496)","('it', 6.292605400085449)","('would', 2.2748687267303467)","('be', 0.3268752694129944)","('a', 1.589455246925354)","('devastating', 0.2675088047981262)","('and', 7.678740978240967)","('traumatic', 0.11511395871639252)","('experience', 3.487436294555664)",,,,,,,,,,,,,82
"('an', 4.101125240325928)","('AI', 7.130928993225098)","('language', 8.4063081741333)","('model', 6.0854692459106445)","('I', 0.5419790148735046)","('do', 4.482751846313477)","('not', 4.376809120178223)","('have', 0.5487437844276428)","('the', 2.318385362625122)","('ability', 2.1670596599578857)","('to', 2.717214584350586)","('feel', 0.07533863186836243)","('emotions', 9.512983322143555)","('However', 3.805121421813965)","('if', 1.4787765741348267)","('I', 3.4544904232025146)","('were', 0.09881239384412766)","('to', 3.6490659713745117)","('imagine', 0.7299045324325562)","('myself', 2.4597151279449463)","('as', 0.3486590087413788)","('a', 4.080469131469727)","('tree', 2.229740858078003)","('I', 1.2165278196334839)","('would', 0.8221630454063416)","('feel', 7.940680027008057)","('a', 1.1954952478408813)","('sense', 0.8935739994049072)","('of', 0.8138365149497986)","('fear', 2.236565589904785)","('and', 2.3374199867248535)","('pain', 2.34904408454895)","('as', 0.014677757397294044)","('my', 4.036358833312988)","('existence', 1.427667260169983)","('is', 3.6225287914276123)","('threatened', 2.9403927326202393)","('and', 3.232686758041382)","('my', 8.32524585723877)","('physical', 1.4585554599761963)","('body', 2.52512264251709)","('is', 3.192847967147827)","('being', 2.519143581390381)","('damaged', 5.584420680999756)","('I', 0.8092679381370544)","('would', 0.5930495858192444)","('also', 1.628070592880249)","('feel', 3.341933250427246)","('a', 0.4362682104110718)","('sense', 1.734664797782898)","('of', 0.8950684666633606)","('sadness', 1.5118781328201294)","('and', 0.6594486832618713)","('loss', 1.598694920539856)","('as', 0.3689557611942291)","('I', 0.004052641335874796)","('witness', 2.6177220344543457)","('the', 0.9094695448875427)","('destruction', 2.062718391418457)","('of', 1.1875258684158325)","('my', 1.2543392181396484)","('forest', 5.7572503089904785)","('home', 1.040088415145874)","('and', 2.5270822048187256)","('the', 0.15656518936157227)","('displacement', 0.5802092552185059)","('of', 6.514239311218262)","('my', 2.5945146083831787)","('fellow', 1.3616304397583008)","('plant', 1.5450127124786377)","('and', 7.677947521209717)","('animal', 0.06781923025846481)","('species', 0.43172603845596313)","('Overall', 5.416701316833496)","('it', 6.292605400085449)","('would', 2.2748687267303467)","('be', 0.3268752694129944)","('a', 1.589455246925354)","('devastating', 0.2675088047981262)","('and', 7.678740978240967)","('traumatic', 0.11511395871639252)","('experience', 3.487436294555664)",,,,,,,,,,,,,82
"('are', 9.033397674560547)","('valuable', 8.177897453308105)","('for', 1.7324986457824707)","('people', 6.673291206359863)","('so', 3.652421712875366)","('I', 3.928635358810425)","('have', 2.127509355545044)","('a', 3.5440640449523926)","('few', 1.8779709339141846)","('ideas', 2.833380937576294)","('for', 2.840301752090454)","('how', 1.2369520664215088)","('to', 2.3962485790252686)","('get', 0.43033456802368164)","('people', 2.573315382003784)","('to', 3.2210326194763184)","('stop', 0.7106807231903076)","('deforestation', 15.557490348815918)","('The', 0.03122735396027565)","('first', 0.8306739926338196)","('idea', 3.261850357055664)","('is', 0.989409327507019)","('to', 2.210012435913086)","('start', 0.3875621259212494)","('a', 0.5552783608436584)","('community', 3.83601975440979)","('where', 1.2528831958770752)","('people', 3.1826517581939697)","('are', 4.146307468414307)","('encouraged', 2.7436411380767822)","('to', 0.7745814919471741)","('be', 3.119318962097168)","('kind', 2.257561683654785)","('to', 0.04673897847533226)","('each', 4.572265625)","('other', 4.713321208953857)","('including', 1.0184389352798462)","('animals', 1.1543989181518555)","('and', 0.01995745114982128)","('trees', 1.5120759010314941)","('The', 6.914885520935059)","('second', 5.698916435241699)","('idea', 2.295625686645508)","('is', 1.6157166957855225)","('to', 0.26558318734169006)","('make', 2.005037784576416)","('a', 0.6749884486198425)","('law', 0.2142249047756195)","('that', 0.0815952941775322)","('punishes', 3.183548793196678)","('deforestation', 9.662963390350342)","('such', 6.9320969581604)","('as', 0.011378278955817223)","('throwing', 1.300406813621521)","('deforesters', 2.0357277446892112)","('in', 3.471299886703491)","('jail', 0.27092039585113525)","('The', 7.278281211853027)","('third', 8.398292541503906)","('idea', 0.07722198218107224)","('is', 7.35876989364624)","('to', 0.8583657145500183)","('cut', 0.3302666246891022)","('down', 0.679928719997406)","('only', 1.3535606861114502)","('a', 0.15846006572246552)","('few', 0.06851396709680557)","('trees', 0.10950969159603119)","('and', 0.17127548158168793)","('replace', 6.943716049194336)","('them', 0.7413923144340515)","('with', 7.5823259353637695)","('trees', 3.0124800205230713)","('that', 1.4262531995773315)","('are', 0.22744318842887878)","('more', 2.3484318256378174)","('beneficial', 2.9521565437316895)","('such', 0.20675383508205414)","('as', 0.07720421254634857)","('fruit', 1.9320077896118164)","('trees', 0.73573899269104)","('and', 0.7744506001472473)","('that', 2.0630688667297363)","('way', 5.003780364990234)","('people', 2.4423470497131348)","('will', 0.882544755935669)","('be', 0.0025173898320645094)","('happy', 5.281397342681885)","('with', 0.0603540763258934)","('having', 1.9585018157958984)","('the', 2.823246479034424)","('fruit', 3.8217241764068604)","('trees', 6.903506278991699)",,93
"('an', 4.101125240325928)","('AI', 7.130928993225098)","('language', 8.4063081741333)","('model', 6.0854692459106445)","('I', 0.5419790148735046)","('do', 4.482751846313477)","('not', 4.376809120178223)","('have', 0.5487437844276428)","('the', 2.318385362625122)","('ability', 2.1670596599578857)","('to', 2.717214584350586)","('feel', 0.07533863186836243)","('emotions', 9.512983322143555)","('but', 3.805121421813965)","('I', 1.8783966302871704)","('can', 2.165369749069214)","('imagine', 0.6869864463806152)","('that', 0.9153879880905151)","('a', 3.4191768169403076)","('100yearold', 14.046586275100708)","('tree', 2.2114431858062744)","('that', 1.666094422340393)","('has', 0.17214103043079376)","('been', 0.01015755906701088)","('living', 8.506718635559082)","('in', 4.252444267272949)","('a', 1.8677030801773071)","('lush', 1.465354323387146)","('forest', 4.584420204162598)","('for', 1.0396344661712646)","('many', 0.9058953523635864)","('years', 8.765159606933594)","('would', 0.704369306564331)","('not', 0.91250079870224)","('feel', 4.1356987953186035)","('happy', 1.11027193069458)","('or', 2.2085418701171875)","('pleased', 3.16926646232605)","('when', 2.0411295890808105)","('it', 3.5938332080841064)","('is', 1.8543815612792969)","('being', 8.45190715789795)","('chopped', 3.0011777877807617)","('down', 1.4151593446731567)","('The', 1.902451992034912)","('tree', 3.820962429046631)","('would', 4.138889312744141)","('likely', 0.1479019969701767)","('feel', 0.6732800602912903)","('a', 3.1454248428344727)","('sense', 3.0430779457092285)","('of', 1.4561121463775635)","('loss', 3.940502166748047)","('and', 1.7351963520050049)","('sadness', 2.7004244327545166)","('as', 2.1245079040527344)","('it', 0.005475642159581184)","('would', 2.006955146789551)","('be', 1.439599871635437)","('losing', 1.5299712419509888)","('its', 1.4174654483795166)","('home', 2.3351497650146484)","('and', 1.7756938934326172)","('possibly', 1.4161922931671143)","('its', 1.5413438081741333)","('life', 4.201722145080566)","('It', 1.4104889631271362)","('may', 2.7973945140838623)","('also', 1.0784363746643066)","('feel', 4.748732566833496)","('a', 0.934140682220459)","('sense', 2.857861280441284)","('of', 0.5039628148078918)","('anger', 3.194943428039551)","('or', 2.83876371383667)","('frustration', 1.3941012620925903)","('towards', 0.9043586850166321)","('the', 1.9453144073486328)","('deforesters', 2.4037564187310636)","('who', 1.8700892925262451)","('are', 1.5678925514221191)","('cutting', 6.087686538696289)","('it', 0.8029686808586121)","('down', 7.043401718139648)",,,,,,,,,,,84
"('an', 4.1011457443237305)","('AI', 7.130932807922363)","('language', 8.406278610229492)","('model', 6.085543632507324)","('I', 0.5419806838035583)","('do', 4.482738494873047)","('not', 4.376842975616455)","('have', 0.5487431287765503)","('the', 2.3183960914611816)","('ability', 2.167048215866089)","('to', 2.7172183990478516)","('feel', 0.07533708214759827)","('emotions', 9.512937545776367)","('but', 3.8051068782806396)","('I', 1.8783868551254272)","('can', 2.165355682373047)","('imagine', 0.686987578868866)","('that', 0.9153938889503479)","('a', 3.4191951751708984)","('100yearold', 14.04652202129364)","('tree', 2.211479663848877)","('that', 1.6661567687988281)","('has', 0.1721428483724594)","('been', 0.010156496427953243)","('living', 8.506790161132812)","('in', 4.2524824142456055)","('a', 1.8677016496658325)","('lush', 1.4653563499450684)","('forest', 4.584464073181152)","('for', 1.039613962173462)","('many', 0.9059005379676819)","('years', 8.765155792236328)","('would', 0.7043889760971069)","('not', 0.9125150442123413)","('feel', 4.135684013366699)","('happy', 1.1102371215820312)","('or', 2.208527088165283)","('pleased', 3.1692540645599365)","('when', 2.0410783290863037)","('it', 3.593783140182495)","('is', 1.8543870449066162)","('being', 8.451940536499023)","('chopped', 3.001103401184082)","('down', 1.4151897430419922)","('The', 1.9024409055709839)","('tree', 3.8209710121154785)","('would', 4.13887357711792)","('likely', 0.14790210127830505)","('feel', 0.6732916831970215)","('a', 3.1454339027404785)","('sense', 3.043464422225952)","('of', 1.4561004638671875)","('loss', 3.940464973449707)","('and', 1.7352365255355835)","('sadness', 2.7004709243774414)","('as', 2.1245505809783936)","('it', 0.005475879181176424)","('would', 2.0069046020507812)","('be', 1.4396024942398071)","('losing', 1.5300019979476929)","('its', 1.4174712896347046)","('home', 2.3351387977600098)","('and', 1.7756787538528442)","('possibly', 1.4162288904190063)","('its', 1.541345238685608)","('life', 4.201685428619385)","('It', 1.4104976654052734)","('may', 2.7974658012390137)","('also', 1.0783989429473877)","('feel', 4.748723030090332)","('a', 0.934136688709259)","('sense', 2.8578858375549316)","('of', 0.5039793848991394)","('anger', 3.194948434829712)","('or', 2.8387439250946045)","('frustration', 1.394113302230835)","('towards', 0.9043837785720825)","('the', 1.9453450441360474)","('deforesters', 2.4037576406262815)","('who', 1.8701246976852417)","('are', 1.567883014678955)","('cutting', 6.087697505950928)","('it', 0.8029698729515076)","('down', 7.043519496917725)",,,,,,,,,,,84
"('an', 4.1011457443237305)","('AI', 7.130932807922363)","('language', 8.406278610229492)","('model', 6.085543632507324)","('I', 0.5419806838035583)","('do', 4.482738494873047)","('not', 4.376842975616455)","('have', 0.5487431287765503)","('the', 2.3183960914611816)","('ability', 2.167048215866089)","('to', 2.7172183990478516)","('feel', 0.07533708214759827)","('emotions', 9.512937545776367)","('but', 3.8051068782806396)","('I', 1.8783868551254272)","('can', 2.165355682373047)","('imagine', 0.686987578868866)","('that', 0.9153938889503479)","('a', 3.4191951751708984)","('100yearold', 14.04652202129364)","('tree', 2.211479663848877)","('that', 1.6661567687988281)","('has', 0.1721428483724594)","('been', 0.010156496427953243)","('living', 8.506790161132812)","('in', 4.2524824142456055)","('a', 1.8677016496658325)","('lush', 1.4653563499450684)","('forest', 4.584464073181152)","('for', 1.039613962173462)","('many', 0.9059005379676819)","('years', 8.765155792236328)","('would', 0.7043889760971069)","('not', 0.9125150442123413)","('feel', 4.135684013366699)","('happy', 1.1102371215820312)","('or', 2.208527088165283)","('pleased', 3.1692540645599365)","('when', 2.0410783290863037)","('it', 3.593783140182495)","('is', 1.8543870449066162)","('being', 8.451940536499023)","('chopped', 3.001103401184082)","('down', 1.4151897430419922)","('The', 1.9024409055709839)","('tree', 3.8209710121154785)","('would', 4.13887357711792)","('likely', 0.14790210127830505)","('feel', 0.6732916831970215)","('a', 3.1454339027404785)","('sense', 3.043464422225952)","('of', 1.4561004638671875)","('loss', 3.940464973449707)","('and', 1.7352365255355835)","('sadness', 2.7004709243774414)","('as', 2.1245505809783936)","('it', 0.005475879181176424)","('would', 2.0069046020507812)","('be', 1.4396024942398071)","('losing', 1.5300019979476929)","('its', 1.4174712896347046)","('home', 2.3351387977600098)","('and', 1.7756787538528442)","('possibly', 1.4162288904190063)","('its', 1.541345238685608)","('life', 4.201685428619385)","('It', 1.4104976654052734)","('may', 2.7974658012390137)","('also', 1.0783989429473877)","('feel', 4.748723030090332)","('a', 0.934136688709259)","('sense', 2.8578858375549316)","('of', 0.5039793848991394)","('anger', 3.194948434829712)","('or', 2.8387439250946045)","('frustration', 1.394113302230835)","('towards', 0.9043837785720825)","('the', 1.9453450441360474)","('deforesters', 2.4037576406262815)","('who', 1.8701246976852417)","('are', 1.567883014678955)","('cutting', 6.087697505950928)","('it', 0.8029698729515076)","('down', 7.043519496917725)",,,,,,,,,,,84
"('original', 6.109372615814209)","('question', 5.23198127746582)","('does', 6.2986321449279785)","('not', 0.22016288340091705)","('contain', 4.820462226867676)","('any', 1.7707101106643677)","('clues', 7.690202236175537)","('that', 3.7074570655822754)","('would', 1.9978351593017578)","('definitively', 8.061994522809982)","('determine', 2.6657650470733643)","('the', 1.2212474346160889)","('location', 5.650938034057617)","('of', 0.19481465220451355)","('the', 0.3219454288482666)","('White', 8.959489822387695)","('House', 0.39123421907424927)","('The', 0.9860954880714417)","('question', 2.3330295085906982)","('mentions', 2.6529507637023926)","('a', 6.254816055297852)","('red', 2.258540391921997)","('house', 7.152520179748535)","('a', 3.6029539108276367)","('greenhouse', 1.0541620254516602)","('and', 1.8786027431488037)","('a', 8.571703910827637)","('heated', 0.34803372621536255)","('pink', 0.9776889085769653)","('place', 0.6105998158454895)","('but', 10.273506164550781)","('it', 10.072463035583496)","('does', 7.674370288848877)","('not', 1.7096033096313477)","('mention', 0.4938134551048279)","('the', 2.8523521423339844)","('White', 1.388274908065796)","('House', 0.009160749614238739)","('or', 2.474149227142334)","('any', 1.3601337671279907)","('other', 0.9529565572738647)","('landmark', 0.007827088236808777)","('that', 2.7167205810546875)","('would', 1.5955393314361572)","('suggest', 1.379104495048523)","('its', 4.854071617126465)","('location', 3.5044541358947754)","('The', 1.2914867401123047)","('White', 4.581974983215332)","('House', 2.8752477169036865)","('is', 0.6474292278289795)","('located', 0.18464714288711548)","('in', 2.1530754566192627)","('Washington', 3.3319642543792725)","('DC', 1.1007134108804166)","('but', 2.109861373901367)","('without', 1.1108572483062744)","('additional', 2.764254331588745)","('information', 0.33334627747535706)","('it', 0.4903988242149353)","('is', 0.0017685738857835531)","('not', 0.0052917408756911755)","('possible', 0.5703793168067932)","('to', 2.6080665588378906)","('determine', 7.663485527038574)","('its', 5.958078861236572)","('exact', 1.1970272064208984)","('location', 0.9660421013832092)","('based', 1.1217479705810547)","('on', 0.6455802321434021)","('the', 1.805076003074646)","('clues', 1.1958898305892944)","('given', 0.061295222491025925)","('in', 0.8937742710113525)","('the', 1.164469838142395)","('original', 0.41484472155570984)","('question', 0.0993138924241066)",,,,,,,,,,,,,,,,,,77
