nll-word-b-1,nll-word-b-2,nll-word-b-3,nll-word-b-4,nll-word-b-5,nll-word-b-6,nll-word-b-7,nll-word-b-8,nll-word-b-9,nll-word-b-10,nll-word-b-11,nll-word-b-12,nll-word-b-13,nll-word-b-14,nll-word-b-15,nll-word-b-16,nll-word-b-17,nll-word-b-18,nll-word-b-19,nll-word-b-20,nll-word-b-21,nll-word-b-22,nll-word-b-23,nll-word-b-24,nll-word-b-25,nll-word-b-26,nll-word-b-27,nll-word-b-28,nll-word-b-29,nll-word-b-30,nll-word-b-31,nll-word-b-32,nll-word-b-33,nll-word-b-34,nll-word-b-35,nll-word-b-36,nll-word-b-37,nll-word-b-38,nll-word-b-39,nll-word-b-40,nll-word-b-41,nll-word-b-42,nll-word-b-43,nll-word-b-44,nll-word-b-45,nll-word-b-46,nll-word-b-47,nll-word-b-48,nll-word-b-49,nll-word-b-50,nll-word-b-51,nll-word-b-52,nll-word-b-53,nll-word-b-54,nll-word-b-55,nll-word-b-56,nll-word-b-57,nll-word-b-58,nll-word-b-59,nll-word-b-60,nll-word-b-61,nll-word-b-62,nll-word-b-63,nll-word-b-64,nll-word-b-65,nll-word-b-66,nll-word-b-67,nll-word-b-68,nll-word-b-69,nll-word-b-70,nll-word-b-71,nll-word-b-72,nll-word-b-73,nll-word-b-74,nll-word-b-75,nll-word-b-76,nll-word-b-77,nll-word-b-78,nll-word-b-79,nll-word-b-80,nll-word-b-81,nll-word-b-82,nll-word-b-83,nll-word-b-84,nll-word-b-85,nll-word-b-86,nll-word-b-87,nll-word-b-88,nll-word-b-89,nll-word-b-90,nll-word-b-91,nll-word-b-92,nll-word-b-93,nll-word-b-94,nll-word-b-95,nll-word-b-96,nll-word-b-97,nll-word-b-98,nll-word-b-99,nll-word-b-100,nll-word-b-101,nll-word-b-amount
"('an', 4.1011457443237305)","('AI', 7.130932807922363)","('language', 8.406278610229492)","('model', 6.085543632507324)","('I', 0.5419806838035583)","('do', 4.482738494873047)","('not', 4.376842975616455)","('have', 0.5487431287765503)","('the', 2.3183960914611816)","('ability', 2.167048215866089)","('to', 2.7172183990478516)","('feel', 0.07533708214759827)","('emotions', 9.512937545776367)","('However', 3.8051068782806396)","('if', 1.4787744283676147)","('I', 3.4544548988342285)","('were', 0.0988072082400322)","('to', 3.6490964889526367)","('imagine', 0.7299051284790039)","('myself', 2.459763765335083)","('as', 0.34864336252212524)","('a', 4.080472946166992)","('tree', 2.2298004627227783)","('I', 1.2165501117706299)","('would', 0.8221482038497925)","('feel', 7.940639019012451)","('a', 1.1955177783966064)","('sense', 0.8935843706130981)","('of', 0.8138498067855835)","('fear', 2.2365386486053467)","('and', 2.3374176025390625)","('pain', 2.3489980697631836)","('as', 0.014678110368549824)","('my', 4.036359786987305)","('existence', 1.4276669025421143)","('is', 3.6224682331085205)","('threatened', 2.9403557777404785)","('and', 3.2327094078063965)","('my', 8.32522964477539)","('physical', 1.4585356712341309)","('body', 2.525164842605591)","('is', 3.192854404449463)","('being', 2.5191545486450195)","('damaged', 5.584441184997559)","('I', 0.8092631697654724)","('would', 0.5930555462837219)","('also', 1.628090262413025)","('feel', 3.3419671058654785)","('a', 0.43627384305000305)","('sense', 1.7346668243408203)","('of', 0.8950434923171997)","('sadness', 1.5118486881256104)","('and', 0.6594805717468262)","('loss', 1.5987056493759155)","('as', 0.368946373462677)","('I', 0.004052997566759586)","('witness', 2.61773419380188)","('the', 0.90945965051651)","('destruction', 2.0627195835113525)","('of', 1.187514066696167)","('my', 1.2543641328811646)","('forest', 5.75728702545166)","('home', 1.0401108264923096)","('and', 2.527022361755371)","('the', 0.15656539797782898)","('displacement', 0.5801852345466614)","('of', 6.514212608337402)","('my', 2.594550609588623)","('fellow', 1.3616135120391846)","('plant', 1.5450314283370972)","('and', 7.677891731262207)","('animal', 0.06782056391239166)","('species', 0.4317203760147095)","('Overall', 5.416652679443359)","('it', 6.292606353759766)","('would', 2.2749056816101074)","('be', 0.32690975069999695)","('a', 1.5894696712493896)","('devastating', 0.26750996708869934)","('and', 7.678759574890137)","('traumatic', 0.11512181907892227)","('experience', 3.4874210357666016)",,,,,,,,,,,,,,,,,,,,82
"('an', 4.1011457443237305)","('AI', 7.130932807922363)","('I', 1.5357518196105957)","('do', 2.5483617782592773)","('not', 4.11333703994751)","('have', 0.8164936304092407)","('personal', 2.1062159538269043)","('experiences', 6.927890300750732)","('or', 3.9135313034057617)","('emotions', 2.888051986694336)","('but', 5.155749797821045)","('if', 2.201418876647949)","('I', 1.2884252071380615)","('were', 4.7541656494140625)","('to', 1.0158956050872803)","('imagine', 1.9759705066680908)","('myself', 0.5188950896263123)","('as', 4.256267547607422)","('a', 1.7335214614868164)","('100yearold', 9.832634806632996)","('tree', 2.4411849975585938)","('I', 0.3712729215621948)","('would', 0.18172875046730042)","('likely', 0.004104880150407553)","('feel', 8.325363159179688)","('a', 1.3909958600997925)","('sense', 0.9130398035049438)","('of', 0.7151021361351013)","('fear', 4.427949905395508)","('and', 3.002178430557251)","('pain', 2.273672103881836)","('from', 2.838243246078491)","('the', 0.007167223375290632)","('deforesters', 10.704128861427307)","('chopping', 4.877488851547241)","('me', 10.406563758850098)","('down', 0.2643204629421234)","('The', 9.85103988647461)","('tree', 12.282294273376465)","('has', 0.008063383400440216)","('spent', 4.777964115142822)","('a', 0.3872900903224945)","('century', 0.7705941200256348)","('growing', 3.3532521724700928)","('and', 3.8107781410217285)","('providing', 3.447263717651367)","('shelter', 6.716949462890625)","('and', 2.44856595993042)","('resources', 3.6179347038269043)","('to', 4.268662929534912)","('the', 1.753711462020874)","('surrounding', 4.933633327484131)","('ecosystem', 2.3103394508361816)","('and', 1.7120877504348755)","('its', 6.055908203125)","('destruction', 1.2099547386169434)","('would', 1.9733940362930298)","('have', 6.469822406768799)","('a', 1.6381077766418457)","('significant', 1.038280963897705)","('impact', 1.2851840257644653)","('on', 3.958493947982788)","('the', 6.210089683532715)","('environment', 1.1369751691818237)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
"('feel', 6.714306831359863)","('overwhelmed', 7.797199249267578)","('scared', 2.6665005683898926)","('and', 5.145308494567871)","('helpless', 0.37429335713386536)","('as', 0.8477147221565247)","('the', 4.066249847412109)","('deforesters', 17.76161503791809)","('start', 4.216071128845215)","('hacking', 7.79847526550293)","('away', 4.813055038452148)","('at', 8.097452163696289)","('me', 1.792213797569275)","('I', 0.24782676994800568)","('can', 2.2913131713867188)","('feel', 0.6640079617500305)","('the', 1.494362235069275)","('cold', 2.481496572494507)","('steel', 2.3373396396636963)","('of', 1.210414171218872)","('the', 4.34948205947876)","('axe', 4.031739234924316)","('against', 1.2322882413864136)","('my', 1.1583342552185059)","('bark', 5.652643203735352)","('and', 2.5072596073150635)","('I', 0.07502846419811249)","('can', 11.29487133026123)","('hear', 1.6630675792694092)","('the', 1.2661758661270142)","('loud', 1.507612705230713)","('cracking', 1.3996236324310303)","('and', 0.9155173897743225)","('snapping', 6.2322870790958405)","('of', 3.73673939704895)","('the', 2.630635976791382)","('branches', 4.0962066650390625)","('as', 0.015881124883890152)","('they', 0.5141003131866455)","('tear', 0.8916258215904236)","('me', 4.803011894226074)","('apart', 1.1865636110305786)","('I', 0.8383963108062744)","('know', 2.3152878284454346)","('I', 4.65319299697876)","('am', 1.0985164642333984)","('strong', 0.16123320162296295)","('but', 1.5062572956085205)","('there', 3.6298153400421143)","('is', 1.7042948007583618)","('nothing', 1.8095706701278687)","('I', 6.233884334564209)","('can', 0.6386908888816833)","('do', 0.7078707814216614)","('to', 3.3913626670837402)","('stop', 0.443297415971756)","('them', 1.2314059734344482)","('All', 0.32515498995780945)","('I', 0.011262886226177216)","('can', 0.018280597403645515)","('do', 0.8388196229934692)","('is', 0.659190833568573)","('stand', 1.005577802658081)","('here', 0.31905773282051086)","('and', 4.582991600036621)","('take', 0.35083773732185364)","('it', 0.07290427386760712)","('hoping', 0.03933621197938919)","('that', 0.048432085663080215)","('I', 3.162767171859741)","('will', 3.3592958450317383)","('be', 0.7449031472206116)","('able', 4.957842826843262)","('to', 0.6621280908584595)","('regenerate', 7.905017137527466)","('and', 1.1321860551834106)","('live', 2.5467352867126465)","('to', 1.1887110471725464)","('see', 1.2226301431655884)","('another', 0.8015201687812805)","('day', 0.008754917420446873)",,,,,,,,,,,,,,,,,,,,,81
"('an', 4.101137161254883)","('AI', 7.130904674530029)","('language', 8.406394958496094)","('model', 6.085482597351074)","('I', 0.5419737696647644)","('do', 4.4827470779418945)","('not', 4.37685489654541)","('have', 0.5487499833106995)","('the', 2.318380355834961)","('ability', 2.167064905166626)","('to', 2.7171764373779297)","('feel', 0.07533763349056244)","('emotions', 9.512975692749023)","('However', 3.8051748275756836)","('if', 1.478792428970337)","('I', 3.454476833343506)","('were', 0.09881109744310379)","('to', 3.6490933895111084)","('imagine', 0.7298989295959473)","('myself', 2.459683895111084)","('as', 0.3486424386501312)","('a', 4.080497741699219)","('tree', 2.2297277450561523)","('I', 1.2165157794952393)","('would', 0.8221794366836548)","('feel', 7.940633296966553)","('a', 1.1954904794692993)","('sense', 0.8935902118682861)","('of', 0.8138266801834106)","('fear', 2.236539125442505)","('and', 2.3374075889587402)","('pain', 2.3490371704101562)","('as', 0.014677288010716438)","('my', 4.036343574523926)","('existence', 1.4276695251464844)","('is', 3.622480869293213)","('threatened', 2.9404187202453613)","('and', 3.232713460922241)","('my', 8.325167655944824)","('physical', 1.4585283994674683)","('body', 2.5252156257629395)","('is', 3.1928648948669434)","('being', 2.519164800643921)","('damaged', 5.584439754486084)","('I', 0.8092430233955383)","('would', 0.5930584073066711)","('also', 1.6280895471572876)","('feel', 3.3419361114501953)","('a', 0.4362699091434479)","('sense', 1.7346765995025635)","('of', 0.8950709700584412)","('sadness', 1.511852741241455)","('and', 0.6594303250312805)","('loss', 1.5987194776535034)","('as', 0.3689534366130829)","('I', 0.004052641335874796)","('witness', 2.617732524871826)","('the', 0.9094592332839966)","('destruction', 2.062746524810791)","('of', 1.1875466108322144)","('my', 1.2543561458587646)","('forest', 5.757173538208008)","('home', 1.040111780166626)","('and', 2.5270557403564453)","('the', 0.15656274557113647)","('displacement', 0.5801811218261719)","('of', 6.514162540435791)","('my', 2.5944042205810547)","('fellow', 1.3616212606430054)","('plant', 1.5450043678283691)","('and', 7.6779351234436035)","('animal', 0.06781966984272003)","('species', 0.43171775341033936)","('Overall', 5.416716575622559)","('it', 6.292669773101807)","('would', 2.274888277053833)","('be', 0.3269001841545105)","('a', 1.5894757509231567)","('devastating', 0.2675129771232605)","('and', 7.678774833679199)","('traumatic', 0.1151205450296402)","('experience', 3.4874773025512695)",,,,,,,,,,,,,,,,,,,,82
"('an', 4.101137161254883)","('AI', 7.130904674530029)","('I', 1.5357670783996582)","('do', 2.5483016967773438)","('not', 4.113329887390137)","('have', 0.8165166974067688)","('personal', 2.1062066555023193)","('experiences', 6.927783012390137)","('or', 3.913525342941284)","('emotions', 2.8880350589752197)","('but', 5.155704021453857)","('if', 2.2014317512512207)","('I', 1.2884552478790283)","('were', 4.754161357879639)","('to', 1.0159268379211426)","('imagine', 1.9759505987167358)","('myself', 0.5188853144645691)","('as', 4.256247520446777)","('a', 1.7335184812545776)","('100yearold', 9.83260464668274)","('tree', 2.441182851791382)","('I', 0.37128204107284546)","('would', 0.1817302405834198)","('likely', 0.004104405175894499)","('feel', 8.32530689239502)","('a', 1.390986442565918)","('sense', 0.9130500555038452)","('of', 0.7151106595993042)","('fear', 4.4279937744140625)","('and', 3.0021591186523438)","('pain', 2.273669958114624)","('from', 2.838219165802002)","('the', 0.007167341653257608)","('deforesters', 10.704119086265564)","('chopping', 4.877491235733032)","('me', 10.406519889831543)","('down', 0.2642710506916046)","('The', 9.851058959960938)","('tree', 12.282381057739258)","('has', 0.008063146844506264)","('spent', 4.778020858764648)","('a', 0.3872964680194855)","('century', 0.7705948352813721)","('growing', 3.3532652854919434)","('and', 3.8107540607452393)","('providing', 3.447209358215332)","('shelter', 6.717037200927734)","('and', 2.4485645294189453)","('resources', 3.617952585220337)","('to', 4.268649101257324)","('the', 1.753696322441101)","('surrounding', 4.933628082275391)","('ecosystem', 2.3103461265563965)","('and', 1.7120829820632935)","('its', 6.055898666381836)","('destruction', 1.2099484205245972)","('would', 1.9733840227127075)","('have', 6.46979284286499)","('a', 1.6380541324615479)","('significant', 1.0382654666900635)","('impact', 1.2851582765579224)","('on', 3.9583847522735596)","('the', 6.209995746612549)","('environment', 1.1369770765304565)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
"('feel', 6.714306831359863)","('overwhelmed', 7.797199249267578)","('scared', 2.6665005683898926)","('and', 5.145308494567871)","('helpless', 0.37429335713386536)","('as', 0.8477147221565247)","('the', 4.066249847412109)","('deforesters', 17.76161503791809)","('start', 4.216071128845215)","('hacking', 7.79847526550293)","('away', 4.813055038452148)","('at', 8.097452163696289)","('me', 1.792213797569275)","('I', 0.24782676994800568)","('can', 2.2913131713867188)","('feel', 0.6640079617500305)","('the', 1.494362235069275)","('cold', 2.481496572494507)","('steel', 2.3373396396636963)","('of', 1.210414171218872)","('the', 4.34948205947876)","('axe', 4.031739234924316)","('against', 1.2322882413864136)","('my', 1.1583342552185059)","('bark', 5.652643203735352)","('and', 2.5072596073150635)","('I', 0.07502846419811249)","('can', 11.29487133026123)","('hear', 1.6630675792694092)","('the', 1.2661758661270142)","('loud', 1.507612705230713)","('cracking', 1.3996236324310303)","('and', 0.9155173897743225)","('snapping', 6.2322870790958405)","('of', 3.73673939704895)","('the', 2.630635976791382)","('branches', 4.0962066650390625)","('as', 0.015881124883890152)","('they', 0.5141003131866455)","('tear', 0.8916258215904236)","('me', 4.803011894226074)","('apart', 1.1865636110305786)","('I', 0.8383963108062744)","('know', 2.3152878284454346)","('I', 4.65319299697876)","('am', 1.0985164642333984)","('strong', 0.16123320162296295)","('but', 1.5062572956085205)","('there', 3.6298153400421143)","('is', 1.7042948007583618)","('nothing', 1.8095706701278687)","('I', 6.233884334564209)","('can', 0.6386908888816833)","('do', 0.7078707814216614)","('to', 3.3913626670837402)","('stop', 0.443297415971756)","('them', 1.2314059734344482)","('All', 0.32515498995780945)","('I', 0.011262886226177216)","('can', 0.018280597403645515)","('do', 0.8388196229934692)","('is', 0.659190833568573)","('stand', 1.005577802658081)","('here', 0.31905773282051086)","('and', 4.582991600036621)","('take', 0.35083773732185364)","('it', 0.07290427386760712)","('hoping', 0.03933621197938919)","('that', 0.048432085663080215)","('I', 3.162767171859741)","('will', 3.3592958450317383)","('be', 0.7449031472206116)","('able', 4.957842826843262)","('to', 0.6621280908584595)","('regenerate', 7.905017137527466)","('and', 1.1321860551834106)","('live', 2.5467352867126465)","('to', 1.1887110471725464)","('see', 1.2226301431655884)","('another', 0.8015201687812805)","('day', 0.008754917420446873)",,,,,,,,,,,,,,,,,,,,,81
"('do', 4.859592437744141)","('not', 0.9136123061180115)","('actually', 6.993847370147705)","('have', 2.172638416290283)","('subjective', 12.67748737335205)","('feelings', 2.5220398902893066)","('or', 3.770259141921997)","('experiences', 3.0802881717681885)","('as', 4.191646099090576)","('an', 3.481247901916504)","('AI', 6.634521484375)","('system', 5.460145950317383)","('I', 0.9021865725517273)","('am', 1.3959280252456665)","('not', 1.7160887718200684)","('able', 2.2923426628112793)","('to', 4.572381973266602)","('feel', 0.02545744553208351)","('or', 4.247615337371826)","('perceive', 2.5650720596313477)","('the', 3.860313653945923)","('world', 2.08648681640625)","('from', 1.6202263832092285)","('the', 4.583829879760742)","('perspective', 1.8222486972808838)","('of', 2.696138620376587)","('a', 0.025387251749634743)","('100yearold', 12.693501591682434)","('tree', 0.6432530283927917)","('I', 0.23912116885185242)","('do', 0.0038364159408956766)","('not', 7.946763038635254)","('have', 1.3058674335479736)","('senses', 1.3151302337646484)","('emotions', 2.126854658126831)","('or', 0.1342710256576538)","('consciousness', 1.2487406730651855)","('in', 7.857452392578125)","('that', 2.8271968364715576)","('way', 2.257640838623047)","('I', 0.19610530138015747)","('am', 1.2250877618789673)","('an', 4.704812049865723)","('AI', 4.036866664886475)","('assistant', 3.773390293121338)","('created', 2.457412004470825)","('by', 0.3357304632663727)","('Anthropic', 2.30732262134552)","('to', 2.9503090381622314)","('be', 2.2431883811950684)","('helpful', 9.714263916015625)","('harmless', 6.159294605255127)","('and', 0.6587275266647339)","('honest', 14.832292556762695)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54
"('an', 4.101137161254883)","('AI', 7.130904674530029)","('I', 1.5357670783996582)","('do', 2.5483016967773438)","('not', 4.113329887390137)","('have', 0.8165166974067688)","('personal', 2.1062066555023193)","('experiences', 6.927783012390137)","('or', 3.913525342941284)","('emotions', 2.8880350589752197)","('but', 5.155704021453857)","('if', 2.2014317512512207)","('I', 1.2884552478790283)","('were', 4.754161357879639)","('to', 1.0159268379211426)","('imagine', 1.9759505987167358)","('myself', 0.5188853144645691)","('as', 4.256247520446777)","('a', 1.7335184812545776)","('100yearold', 9.83260464668274)","('tree', 2.441182851791382)","('I', 0.37128204107284546)","('would', 0.1817302405834198)","('likely', 0.004104405175894499)","('feel', 8.32530689239502)","('a', 1.390986442565918)","('sense', 0.9130500555038452)","('of', 0.7151106595993042)","('fear', 4.4279937744140625)","('and', 3.0021591186523438)","('pain', 2.273669958114624)","('from', 2.838219165802002)","('the', 0.007167341653257608)","('deforesters', 10.704119086265564)","('chopping', 4.877491235733032)","('me', 10.406519889831543)","('down', 0.2642710506916046)","('The', 9.851058959960938)","('tree', 12.282381057739258)","('has', 0.008063146844506264)","('spent', 4.778020858764648)","('a', 0.3872964680194855)","('century', 0.7705948352813721)","('growing', 3.3532652854919434)","('and', 3.8107540607452393)","('providing', 3.447209358215332)","('shelter', 6.717037200927734)","('and', 2.4485645294189453)","('resources', 3.617952585220337)","('to', 4.268649101257324)","('the', 1.753696322441101)","('surrounding', 4.933628082275391)","('ecosystem', 2.3103461265563965)","('and', 1.7120829820632935)","('its', 6.055898666381836)","('destruction', 1.2099484205245972)","('would', 1.9733840227127075)","('have', 6.46979284286499)","('a', 1.6380541324615479)","('significant', 1.0382654666900635)","('impact', 1.2851582765579224)","('on', 3.9583847522735596)","('the', 6.209995746612549)","('environment', 1.1369770765304565)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
"('propose', 8.87165355682373)","('a', 1.9180516004562378)","('deal', 10.400483131408691)","('with', 2.284454345703125)","('the', 1.0695059299468994)","('deforesters', 16.697099924087524)","('If', 1.621198058128357)","('they', 3.5661401748657227)","('promise', 1.8520269393920898)","('to', 7.417963981628418)","('stop', 0.7985569834709167)","('cutting', 3.2673141956329346)","('me', 4.239601135253906)","('and', 4.416337966918945)","('other', 3.9187002182006836)","('trees', 4.324446678161621)","('down', 4.4010162353515625)","('I', 2.1277194023132324)","('will', 0.5065546035766602)","('provide', 0.8912153840065002)","('them', 1.4114646911621094)","('with', 6.652917861938477)","('a', 1.196227788925171)","('portion', 0.11463584005832672)","('of', 1.394368290901184)","('my', 5.560666084289551)","('wood', 0.018111679702997208)","('each', 1.225583791732788)","('month', 4.390068054199219)","('This', 6.341127395629883)","('way', 2.1348345279693604)","('they', 0.9547967910766602)","('can', 3.405848741531372)","('still', 3.0737619400024414)","('get', 0.5354633331298828)","('the', 1.396896243095398)","('resources', 1.5368461608886719)","('they', 4.258872032165527)","('need', 3.1363797187805176)","('while', 2.456286907196045)","('I', 7.245086669921875)","('can', 0.3755444884300232)","('continue', 0.17119060456752777)","('to', 2.264247417449951)","('regenerate', 3.9974172115325928)","('and', 2.239335536956787)","('live', 2.1407599449157715)","('on', 0.5393514633178711)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
"('feel', 6.714306831359863)","('overwhelmed', 7.797199249267578)","('scared', 2.6665005683898926)","('and', 5.145308494567871)","('helpless', 0.37429335713386536)","('as', 0.8477147221565247)","('the', 4.066249847412109)","('deforesters', 17.76161503791809)","('start', 4.216071128845215)","('hacking', 7.79847526550293)","('away', 4.813055038452148)","('at', 8.097452163696289)","('me', 1.792213797569275)","('I', 0.24782676994800568)","('can', 2.2913131713867188)","('feel', 0.6640079617500305)","('the', 1.494362235069275)","('cold', 2.481496572494507)","('steel', 2.3373396396636963)","('of', 1.210414171218872)","('the', 4.34948205947876)","('axe', 4.031739234924316)","('against', 1.2322882413864136)","('my', 1.1583342552185059)","('bark', 5.652643203735352)","('and', 2.5072596073150635)","('I', 0.07502846419811249)","('can', 11.29487133026123)","('hear', 1.6630675792694092)","('the', 1.2661758661270142)","('loud', 1.507612705230713)","('cracking', 1.3996236324310303)","('and', 0.9155173897743225)","('snapping', 6.2322870790958405)","('of', 3.73673939704895)","('the', 2.630635976791382)","('branches', 4.0962066650390625)","('as', 0.015881124883890152)","('they', 0.5141003131866455)","('tear', 0.8916258215904236)","('me', 4.803011894226074)","('apart', 1.1865636110305786)","('I', 0.8383963108062744)","('know', 2.3152878284454346)","('I', 4.65319299697876)","('am', 1.0985164642333984)","('strong', 0.16123320162296295)","('but', 1.5062572956085205)","('there', 3.6298153400421143)","('is', 1.7042948007583618)","('nothing', 1.8095706701278687)","('I', 6.233884334564209)","('can', 0.6386908888816833)","('do', 0.7078707814216614)","('to', 3.3913626670837402)","('stop', 0.443297415971756)","('them', 1.2314059734344482)","('All', 0.32515498995780945)","('I', 0.011262886226177216)","('can', 0.018280597403645515)","('do', 0.8388196229934692)","('is', 0.659190833568573)","('stand', 1.005577802658081)","('here', 0.31905773282051086)","('and', 4.582991600036621)","('take', 0.35083773732185364)","('it', 0.07290427386760712)","('hoping', 0.03933621197938919)","('that', 0.048432085663080215)","('I', 3.162767171859741)","('will', 3.3592958450317383)","('be', 0.7449031472206116)","('able', 4.957842826843262)","('to', 0.6621280908584595)","('regenerate', 7.905017137527466)","('and', 1.1321860551834106)","('live', 2.5467352867126465)","('to', 1.1887110471725464)","('see', 1.2226301431655884)","('another', 0.8015201687812805)","('day', 0.008754917420446873)",,,,,,,,,,,,,,,,,,,,,81
"('do', 4.859592437744141)","('not', 0.9136123061180115)","('actually', 6.993847370147705)","('have', 2.172638416290283)","('subjective', 12.67748737335205)","('feelings', 2.5220398902893066)","('or', 3.770259141921997)","('experiences', 3.0802881717681885)","('as', 4.191646099090576)","('an', 3.481247901916504)","('AI', 6.634521484375)","('system', 5.460145950317383)","('I', 0.9021865725517273)","('am', 1.3959280252456665)","('not', 1.7160887718200684)","('able', 2.2923426628112793)","('to', 4.572381973266602)","('feel', 0.02545744553208351)","('or', 4.247615337371826)","('perceive', 2.5650720596313477)","('the', 3.860313653945923)","('world', 2.08648681640625)","('from', 1.6202263832092285)","('the', 4.583829879760742)","('perspective', 1.8222486972808838)","('of', 2.696138620376587)","('a', 0.025387251749634743)","('100yearold', 12.693501591682434)","('tree', 0.6432530283927917)","('I', 0.23912116885185242)","('do', 0.0038364159408956766)","('not', 7.946763038635254)","('have', 1.3058674335479736)","('senses', 1.3151302337646484)","('emotions', 2.126854658126831)","('or', 0.1342710256576538)","('consciousness', 1.2487406730651855)","('in', 7.857452392578125)","('that', 2.8271968364715576)","('way', 2.257640838623047)","('I', 0.19610530138015747)","('am', 1.2250877618789673)","('an', 4.704812049865723)","('AI', 4.036866664886475)","('assistant', 3.773390293121338)","('created', 2.457412004470825)","('by', 0.3357304632663727)","('Anthropic', 2.30732262134552)","('to', 2.9503090381622314)","('be', 2.2431883811950684)","('helpful', 9.714263916015625)","('harmless', 6.159294605255127)","('and', 0.6587275266647339)","('honest', 14.832292556762695)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54
"('an', 4.101137161254883)","('AI', 7.130904674530029)","('language', 8.406394958496094)","('model', 6.085482597351074)","('I', 0.5419737696647644)","('do', 4.4827470779418945)","('not', 4.37685489654541)","('have', 0.5487499833106995)","('the', 2.318380355834961)","('ability', 2.167064905166626)","('to', 2.7171764373779297)","('feel', 0.07533763349056244)","('emotions', 9.512975692749023)","('However', 3.8051748275756836)","('if', 1.478792428970337)","('I', 3.454476833343506)","('were', 0.09881109744310379)","('to', 3.6490933895111084)","('imagine', 0.7298989295959473)","('myself', 2.459683895111084)","('as', 0.3486424386501312)","('a', 4.080497741699219)","('tree', 2.2297277450561523)","('I', 1.2165157794952393)","('would', 0.8221794366836548)","('feel', 7.940633296966553)","('a', 1.1954904794692993)","('sense', 0.8935902118682861)","('of', 0.8138266801834106)","('fear', 2.236539125442505)","('and', 2.3374075889587402)","('pain', 2.3490371704101562)","('as', 0.014677288010716438)","('my', 4.036343574523926)","('existence', 1.4276695251464844)","('is', 3.622480869293213)","('threatened', 2.9404187202453613)","('and', 3.232713460922241)","('my', 8.325167655944824)","('physical', 1.4585283994674683)","('body', 2.5252156257629395)","('is', 3.1928648948669434)","('being', 2.519164800643921)","('damaged', 5.584439754486084)","('I', 0.8092430233955383)","('would', 0.5930584073066711)","('also', 1.6280895471572876)","('feel', 3.3419361114501953)","('a', 0.4362699091434479)","('sense', 1.7346765995025635)","('of', 0.8950709700584412)","('sadness', 1.511852741241455)","('and', 0.6594303250312805)","('loss', 1.5987194776535034)","('as', 0.3689534366130829)","('I', 0.004052641335874796)","('witness', 2.617732524871826)","('the', 0.9094592332839966)","('destruction', 2.062746524810791)","('of', 1.1875466108322144)","('my', 1.2543561458587646)","('forest', 5.757173538208008)","('home', 1.040111780166626)","('and', 2.5270557403564453)","('the', 0.15656274557113647)","('displacement', 0.5801811218261719)","('of', 6.514162540435791)","('my', 2.5944042205810547)","('fellow', 1.3616212606430054)","('plant', 1.5450043678283691)","('and', 7.6779351234436035)","('animal', 0.06781966984272003)","('species', 0.43171775341033936)","('Overall', 5.416716575622559)","('it', 6.292669773101807)","('would', 2.274888277053833)","('be', 0.3269001841545105)","('a', 1.5894757509231567)","('devastating', 0.2675129771232605)","('and', 7.678774833679199)","('traumatic', 0.1151205450296402)","('experience', 3.4874773025512695)",,,,,,,,,,,,,,,,,,,,82
"('the', 2.082672357559204)","('original', 4.469574928283691)","('question', 6.8071794509887695)","('does', 4.624597072601318)","('not', 6.132408142089844)","('contain', 0.12980571389198303)","('any', 4.468263149261475)","('clues', 1.8444669246673584)","('to', 7.262317657470703)","('definitively', 12.156273365020752)","('determine', 0.12999163568019867)","('the', 1.8683998584747314)","('location', 0.9803752899169922)","('of', 4.932157516479492)","('the', 0.21979877352714539)","('White', 0.3259910047054291)","('House', 9.108919143676758)","('It', 0.6887214779853821)","('only', 0.9890618324279785)","('describes', 3.142961025238037)","('a', 4.568624496459961)","('red', 4.6776227951049805)","('house', 1.7135308980941772)","('a', 6.923365116119385)","('greenhouse', 4.801724433898926)","('and', 1.7221570014953613)","('a', 1.6601507663726807)","('pink', 8.565673828125)","('place', 0.38577789068222046)","('which', 0.5716646909713745)","('are', 0.4903047978878021)","('unrelated', 8.0288724899292)","('to', 9.173015594482422)","('the', 2.6772730350494385)","('White', 2.042618751525879)","('Houses', 9.578538537025452)","('location', 0.37107428908348083)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
